qs_2026 Rank,qs_Previous Rank,qs_Institution Name,qs_Country/Territory,qs_Region,qs_Size,qs_Focus,qs_Research,qs_Status,qs_AR SCORE,qs_AR RANK,qs_ER SCORE,qs_ER RANK,qs_FSR SCORE,qs_FSR RANK,qs_CPF SCORE,qs_CPF RANK,qs_IFR SCORE,qs_IFR RANK,qs_ISR SCORE,qs_ISR RANK,qs_ISD SCORE,qs_ISD RANK,qs_IRN SCORE,qs_IRN RANK,qs_EO SCORE,qs_EO RANK,qs_SUS SCORE,qs_SUS RANK,qs_Overall SCORE,qs_2026_rank_original,qs_2026_rank,qs_2026_rank_display,qs_overall_score,qs_overall_score_available,qs_university_key,the_Rank,the_Name,the_Country,the_Student Population,the_Students to Staff Ratio,the_International Students,the_Female to Male Ratio,the_Overall Score,the_Teaching,the_Research Environment,the_Research Quality,the_Industry Impact,the_International Outlook,the_Year,the_rank,the_female_to_male_ratio_clean,the_female_to_male_ratio_original,the_university_key,match_type,match_similarity,country_match,qs_Institution Name_original,the_Name_original,qs_university_key_clean,the_university_key_clean
345.0,359.0,Pontificia Universidad Católica del Perú (PUCP),Peru,Americas,L,FO,VH,Private not for Profit,63.1,161.0,66.7,158.0,50.0,384.0,2.3,,4.2,,1.9,,6.4,,44.4,,50.6,338.0,59.7,,41.7,345,345.0,345,41.7,True,pontificia universidad cat lica del per,1687.0,Pontifical Catholic University of Peru,Peru,26939.0,6.4,0.01,"1 day, 23:53:00",24.268,26.1,10.8,30.9,24.1,42.7,2026.0,1687.0,47.0,"1 day, 23:53:00",pontifical catholic university of peru,manual_review_approved,88.31,True,Pontificia Universidad Católica del Perú (PUCP),Pontifical Catholic University of Peru,pontificia universidad catolica del peru,pontifical catholic university of peru
371.0,353.0,National University of Sciences And Technology (NUST) Islamabad,Pakistan,Asia,L,FC,VH,Public,29.3,421.0,76.3,121.0,66.7,259.0,32.3,559.0,5.7,,5.0,,9.3,,76.6,411.0,3.4,,63.3,435.0,40.3,371,371.0,371,40.3,True,national university of sciences and technology islamabad,618.0,National University of Sciences and Technology,Pakistan,12468.0,12.0,0.05,38 : 62,43.253,23.6,23.8,75.3,64.6,56.2,2026.0,618.0,38.0,38 : 62,national university of sciences and technology,manual_review_approved,90.2,True,National University of Sciences And Technology (NUST) Islamabad,National University of Sciences and Technology,national university of sciences and technology islamabad,national university of sciences and technology
410.0,466.0,University at Buffalo SUNY,United States of America,Americas,L,FC,VH,Public,26.3,482.0,19.1,683.0,10.7,,53.0,354.0,51.5,430.0,52.5,393.0,57.0,358.0,74.1,462.0,43.7,405.0,82.7,,36.7,410,410.0,410,36.7,True,university at buffalo suny,317.0,University at Buffalo,United States of America,27152.0,16.4,0.16,"1 day, 23:53:00",53.4169999999999,42.3,34.5,75.4,73.4,71.7,2026.0,317.0,47.0,"1 day, 23:53:00",university at buffalo,manual_review_approved,89.36,True,University at Buffalo SUNY,University at Buffalo,university at buffalo suny,university at buffalo
452.0,501.0,Johannes Gutenberg Universität Mainz,Germany,Europe,L,FO,VH,Public,32.5,378.0,19.8,667.0,70.5,225.0,18.1,750.0,51.3,433.0,26.4,641.0,32.4,584.0,87.5,209.0,18.1,756.0,52.2,,34.2,452,452.0,452,34.2,True,johannes gutenberg universit t mainz,342.0,Johannes Gutenberg University of Mainz,Germany,29586.0,11.4,0.11,"2 days, 11:41:00",52.0765,38.9,27.1,83.0,72.3,66.0,2026.0,342.0,59.0,"2 days, 11:41:00",johannes gutenberg university of mainz,manual_review_approved,91.89,True,Johannes Gutenberg Universität Mainz,Johannes Gutenberg University of Mainz,johannes gutenberg universitat mainz,johannes gutenberg university of mainz
494.0,535.0,Université de Bordeaux,France,Europe,XL,FO,VH,Public,43.2,274.0,10.0,,13.5,,28.1,605.0,31.7,566.0,35.2,539.0,40.9,498.0,93.5,113.0,25.3,635.0,56.5,,32.5,494,494.0,494,32.5,True,universit de bordeaux,472.0,University of Bordeaux,France,51535.0,21.0,0.15,"2 days, 12:40:00",47.1329999999999,36.8,28.0,68.6,68.3,64.6,2026.0,472.0,60.0,"2 days, 12:40:00",university of bordeaux,manual_review_approved,90.91,True,Université de Bordeaux,University of Bordeaux,universite de bordeaux,university of bordeaux
499.0,497.0,Universidad de Costa Rica,Costa Rica,Americas,XL,CO,HI,Public,46.4,253.0,31.6,453.0,44.4,445.0,2.5,,3.0,,3.4,,2.8,,46.1,,86.1,130.0,53.7,,32.2,499,499.0,499,32.2,True,universidad de costa rica,1728.0,University of Costa Rica,Costa Rica,30813.0,14.6,0.02,"2 days, 4:48:00",23.6414999999999,20.9,10.2,33.9,23.2,45.6,2026.0,1728.0,52.0,"2 days, 4:48:00",university of costa rica,manual_review_approved,91.67,True,Universidad de Costa Rica,University of Costa Rica,universidad de costa rica,university of costa rica
525.0,587.0,The University of Georgia,United States of America,Americas,XL,FC,VH,Public,27.9,452.0,36.7,388.0,14.0,,33.0,552.0,11.1,,8.8,,6.8,,85.0,254.0,35.8,478.0,65.9,,31.1,525,525.0,525,31.1,True,the university of georgia,391.0,University of Georgia (USA),United States of America,38946.0,15.4,0.07,"2 days, 11:41:00",50.126,41.5,38.3,67.4,66.6,51.9,2026.0,391.0,59.0,"2 days, 11:41:00",university of georgia,manual_review_approved,91.3,True,The University of Georgia,University of Georgia (USA),the university of georgia,university of georgia
542.0,587.0,Universiti Teknologi MARA - UiTM,Malaysia,Asia,XL,FC,VH,Public,44.5,267.0,48.8,265.0,26.3,709.0,5.6,,2.5,,3.4,,7.7,,74.3,458.0,4.9,,55.4,,30.3,542,542.0,542,30.3,True,universiti teknologi mara uitm,1613.0,Universiti Teknologi MARA,Malaysia,60349.0,16.3,0.02,"2 days, 18:34:00",25.4779999999999,21.2,17.1,33.9,46.5,29.8,2026.0,1613.0,66.0,"2 days, 18:34:00",universiti teknologi mara,manual_review_approved,90.91,True,Universiti Teknologi MARA - UiTM,Universiti Teknologi MARA,universiti teknologi mara uitm,universiti teknologi mara
546.0,554.0,Universität Ulm,Germany,Europe,M,FO,VH,Public,10.9,,10.2,,83.9,147.0,43.8,430.0,47.5,450.0,30.8,582.0,23.1,718.0,67.2,585.0,3.4,,38.7,,30.2,546,546.0,546,30.2,True,universit t ulm,284.0,Ulm University,Germany,10101.0,16.2,0.14,"2 days, 5:47:00",55.0804999999999,42.3,31.6,83.1,91.2,64.8,2026.0,284.0,53.0,"2 days, 5:47:00",ulm university,manual_review_approved,89.66,True,Universität Ulm,Ulm University,universitat ulm,ulm university
609.0,559.0,University of Ulster,United Kingdom,Europe,L,CO,VH,Public,12.6,,19.8,664.0,11.4,,19.0,731.0,100.0,94.0,90.1,166.0,90.9,141.0,71.5,508.0,10.1,,75.6,227.0,27.9,609,609.0,609,27.9,True,university of ulster,650.0,Ulster University,United Kingdom,24440.0,23.3,0.29,"2 days, 7:45:00",42.345,22.8,22.8,65.7,54.3,95.0,2026.0,650.0,55.0,"2 days, 7:45:00",ulster university,manual_review_approved,91.89,True,University of Ulster,Ulster University,university of ulster,ulster university
613.0,,Universidad de Concepción,Chile,Americas,L,FC,HI,Private not for Profit,36.8,325.0,34.0,422.0,20.2,,12.3,,14.5,,2.6,,6.9,,64.1,634.0,16.9,786.0,69.5,,27.8,613,613.0,613,27.8,True,universidad de concepci n,1380.0,University of Concepción,Chile,29870.0,17.0,0.02,"2 days, 4:48:00",28.9305,19.3,18.1,40.9,47.7,50.8,2026.0,1380.0,52.0,"2 days, 4:48:00",university of concepci n,manual_review_approved,91.67,True,Universidad de Concepción,University of Concepción,universidad de concepcion,university of concepcion
638.0,544.0,Universidad de Zaragoza,Spain,Europe,L,FC,VH,Public,29.7,413.0,9.9,,54.6,346.0,15.6,792.0,2.3,,10.2,,16.0,,89.2,185.0,14.8,,69.7,319.0,27.1,638,638.0,638,27.1,True,universidad de zaragoza,1031.0,University of Zaragoza,Spain,27923.0,11.2,0.08,"2 days, 6:46:00",34.9115,29.0,20.6,47.9,71.0,42.3,2026.0,1031.0,54.0,"2 days, 6:46:00",university of zaragoza,manual_review_approved,90.91,True,Universidad de Zaragoza,University of Zaragoza,universidad de zaragoza,university of zaragoza
650.0,,Paris Lodron University of Salzburg,Austria,Europe,M,CO,VH,Public,13.3,,4.8,,38.7,524.0,11.6,,98.4,137.0,98.1,86.0,98.2,74.0,59.1,705.0,23.7,661.0,62.2,,26.7,650,650.0,650,26.7,True,paris lodron university of salzburg,740.0,Paris Lodron Universität Salzburg,Austria,6302.0,8.5,0.4,"2 days, 20:32:00",40.282,32.3,21.8,51.8,49.6,92.1,2026.0,740.0,68.0,"2 days, 20:32:00",paris lodron universit t salzburg,manual_review_approved,91.18,True,Paris Lodron University of Salzburg,Paris Lodron Universität Salzburg,paris lodron university of salzburg,paris lodron universitat salzburg
697.0,,Kazakh National Agrarian University,Kazakhstan,Asia,M,SP,MD,Public,22.8,550.0,27.7,499.0,92.6,91.0,1.4,,26.2,634.0,39.2,499.0,35.2,550.0,7.7,,4.3,,38.7,,25.1,697,697.0,697,25.1,True,kazakh national agrarian university,2005.0,Kazakh National Agrarian Research University,Kazakhstan,6042.0,11.3,0.06,"2 days, 2:50:00",17.6974999999999,23.7,8.3,15.9,16.6,38.2,2026.0,2005.0,50.0,"2 days, 2:50:00",kazakh national agrarian research university,manual_review_approved,88.61,True,Kazakh National Agrarian University,Kazakh National Agrarian Research University,kazakh national agrarian university,kazakh national agrarian research university
697.0,,Universidad de Alcalá,Spain,Europe,L,FC,VH,Public,13.8,,10.2,,72.5,212.0,10.8,,11.8,,50.9,403.0,55.6,369.0,79.4,361.0,11.8,,72.1,,25.1,697,697.0,697,25.1,True,universidad de alcal,958.0,University of Alcalá,Spain,16459.0,10.1,0.22,"2 days, 19:33:00",36.2159999999999,29.2,17.0,54.3,47.8,59.6,2026.0,958.0,67.0,"2 days, 19:33:00",university of alcal,manual_review_approved,90.0,True,Universidad de Alcalá,University of Alcalá,universidad de alcala,university of alcala
,,Université de Rennes 1,France,Europe,L,FO,VH,Public,21.3,581.0,11.0,,15.6,,36.7,510.0,15.9,781.0,19.0,745.0,14.4,,86.9,218.0,9.8,,49.4,,-,711-720,711.0,711-720,,False,universit de rennes 1,788.0,University of Rennes 1,France,29025.0,19.3,0.12,"2 days, 7:45:00",39.4034999999999,34.3,20.0,53.4,70.0,62.2,2026.0,788.0,55.0,"2 days, 7:45:00",university of rennes 1,manual_review_approved,90.91,True,Université de Rennes 1,University of Rennes 1,universite de rennes 1,university of rennes 1
,,Université de Tunis El Manar,Tunisia,Africa,L,FC,VH,Public,15.8,,6.2,,39.9,508.0,9.2,,61.9,376.0,16.7,787.0,19.9,764.0,82.5,301.0,61.3,259.0,56.7,,-,731-740,731.0,731-740,,False,universit de tunis el manar,835.0,University of Tunis El Manar,Tunisia,16341.0,8.1,0.1,"3 days, 3:25:00",38.1955,45.7,27.2,32.9,70.4,55.2,2026.0,835.0,75.0,"3 days, 3:25:00",university of tunis el manar,manual_review_approved,89.29,True,Université de Tunis El Manar,University of Tunis El Manar,universite de tunis el manar,university of tunis el manar
,,Adam Mickiewicz University,Poland,Europe,L,CO,VH,Public,24.1,528.0,12.3,,45.7,427.0,8.8,,10.9,,15.6,,21.7,737.0,88.7,196.0,15.8,,63.6,431.0,-,741-750,741.0,741-750,,False,adam mickiewicz university,1119.0,"Adam Mickiewicz University, PoznaÅ„",Poland,30005.0,23.1,0.07,"2 days, 20:32:00",33.3769999999999,20.6,30.7,46.8,37.3,38.2,2026.0,1119.0,68.0,"2 days, 20:32:00",adam mickiewicz university pozna,manual_review_approved,88.14,True,Adam Mickiewicz University,"Adam Mickiewicz University, PoznaÅ„",adam mickiewicz university,adam mickiewicz university poznaa
,,Universidad de Alicante,Spain,Europe,L,FC,VH,Public,21.1,589.0,11.5,,36.0,556.0,14.2,,11.5,,21.4,704.0,27.5,644.0,79.3,362.0,10.4,,70.9,,-,781-790,781.0,781-790,,False,universidad de alicante,1085.0,University of Alicante,Spain,21841.0,13.4,0.09,"2 days, 11:41:00",34.0315,27.6,21.2,47.9,56.1,41.7,2026.0,1085.0,59.0,"2 days, 11:41:00",university of alicante,manual_review_approved,90.91,True,Universidad de Alicante,University of Alicante,universidad de alicante,university of alicante
,,Universidad de Antioquia,Colombia,Americas,XL,FO,VH,Public,39.7,304.0,24.1,557.0,5.9,,7.1,,4.9,,,,,,55.7,753.0,26.7,612.0,45.5,,-,781-790,781.0,781-790,,False,universidad de antioquia,1412.0,University of Antioquia,Colombia,37677.0,18.4,0.0,"2 days, 4:48:00",28.5149999999999,21.1,20.8,38.8,39.9,40.3,2026.0,1412.0,52.0,"2 days, 4:48:00",university of antioquia,manual_review_approved,91.3,True,Universidad de Antioquia,University of Antioquia,universidad de antioquia,university of antioquia
,,Applied Science Private University - Jordan,Jordan,Asia,M,CO,HI,Private for Profit,16.4,,27.8,497.0,30.0,631.0,7.4,,36.3,528.0,82.1,212.0,79.3,214.0,44.9,,5.9,,39.4,,-,791-800,791.0,791-800,,False,applied science private university jordan,496.0,Applied Science Private University,Jordan,4766.0,12.6,0.26,"2 days, 4:48:00",46.3795,21.7,22.7,87.1,21.5,85.4,2026.0,496.0,52.0,"2 days, 4:48:00",applied science private university,manual_review_approved,90.67,True,Applied Science Private University - Jordan,Applied Science Private University,applied science private university jordan,applied science private university
,,Pontificia Universidad Católica de Valparaíso,Chile,Americas,L,CO,VH,Private not for Profit,36.4,332.0,29.0,487.0,6.8,,13.2,,15.1,,2.6,,2.2,,43.3,,12.2,,36.9,,-,791-800,791.0,791-800,,False,pontificia universidad cat lica de valpara so,1622.0,Pontifical Catholic University of Valparaíso,Chile,18070.0,23.2,0.02,"1 day, 19:57:00",25.3365,17.4,17.6,33.0,33.8,51.3,2026.0,1622.0,43.0,"1 day, 19:57:00",pontifical catholic university of valpara so,manual_review_approved,90.91,True,Pontificia Universidad Católica de Valparaíso,Pontifical Catholic University of Valparaíso,pontificia universidad catolica de valparaiso,pontifical catholic university of valparaiso
,,Gdansk University of Technology,Poland,Europe,L,FO,VH,Public,12.0,,24.1,560.0,31.8,603.0,25.5,630.0,6.9,,7.8,,12.7,,70.0,531.0,4.0,,64.0,,-,801-850,801.0,801-850,,False,gdansk university of technology,1073.0,GdaÅ„sk University of Technology,Poland,14684.0,20.3,0.07,39 : 61,34.198,22.1,19.3,55.0,60.6,42.1,2026.0,1073.0,39.0,39 : 61,gda sk university of technology,manual_review_approved,88.89,True,Gdansk University of Technology,GdaÅ„sk University of Technology,gdansk university of technology,gdaa sk university of technology
,,Universität Duisburg-Essen,Germany,Europe,XL,FC,VH,Public,16.1,,8.1,,21.9,794.0,15.3,799.0,33.0,555.0,52.7,391.0,57.2,357.0,90.5,168.0,16.9,788.0,44.9,,-,801-850,801.0,801-850,,False,universit t duisburg essen,312.0,University of Duisburg-Essen,Germany,37867.0,33.1,0.2,"2 days, 2:50:00",53.6054999999999,35.4,34.6,82.7,87.4,64.3,2026.0,312.0,50.0,"2 days, 2:50:00",university of duisburg essen,manual_review_approved,88.89,True,Universität Duisburg-Essen,University of Duisburg-Essen,universitat duisburg essen,university of duisburg essen
,,University of Wroclaw,Poland,Europe,L,CO,VH,Public,20.6,599.0,22.0,603.0,45.0,436.0,6.9,,7.2,,15.6,,21.7,736.0,63.2,648.0,18.5,749.0,45.3,,-,801-850,801.0,801-850,,False,university of wroclaw,1267.0,University of WrocÅ‚aw,Poland,16900.0,15.3,0.08,"2 days, 18:34:00",30.961,28.7,21.8,37.9,35.5,45.1,2026.0,1267.0,66.0,"2 days, 18:34:00",university of wroc aw,manual_review_approved,88.37,True,University of Wroclaw,University of WrocÅ‚aw,university of wroclaw,university of wroca aw
,,Imam Muhammad Ibn Saud Islamic University - IMSIU,Saudi Arabia,Asia,XL,FC,HI,Public,16.7,,11.9,,27.1,696.0,2.4,,91.9,210.0,18.5,753.0,24.6,693.0,56.8,741.0,35.6,483.0,34.8,,-,851-900,851.0,851-900,,False,imam muhammad ibn saud islamic university imsiu,613.0,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,38256.0,11.2,0.15,"2 days, 2:50:00",43.3695,33.2,22.1,64.9,36.6,83.1,2026.0,613.0,50.0,"2 days, 2:50:00",imam mohammad ibn saud islamic university,manual_review_approved,90.91,True,Imam Muhammad Ibn Saud Islamic University - IMSIU,Imam Mohammad Ibn Saud Islamic University,imam muhammad ibn saud islamic university imsiu,imam mohammad ibn saud islamic university
,,Al Jouf University,Saudi Arabia,Asia,M,FC,VH,Public,12.6,,9.8,,44.8,440.0,7.0,,99.2,126.0,3.2,,7.3,,56.9,740.0,2.9,,23.7,,-,901-950,901.0,901-950,,False,al jouf university,730.0,Jouf University,Saudi Arabia,11978.0,9.6,0.02,"1 day, 23:53:00",40.5015,23.8,17.6,72.3,25.6,75.5,2026.0,730.0,47.0,"1 day, 23:53:00",jouf university,manual_review_approved,90.91,True,Al Jouf University,Jouf University,al jouf university,jouf university
,,Universidad de Oviedo,Spain,Europe,L,CO,VH,Public,18.2,671.0,8.4,,34.1,576.0,11.6,,5.8,,6.0,,11.4,,74.0,468.0,11.9,,63.7,,-,901-950,901.0,901-950,,False,universidad de oviedo,1082.0,University of Oviedo,Spain,18268.0,9.0,0.07,"2 days, 5:47:00",34.0575,30.3,19.8,48.0,48.3,40.6,2026.0,1082.0,53.0,"2 days, 5:47:00",university of oviedo,manual_review_approved,90.0,True,Universidad de Oviedo,University of Oviedo,universidad de oviedo,university of oviedo
,,Universidad de Valladolid,Spain,Europe,L,CO,VH,,16.1,,6.4,,41.2,491.0,7.1,,9.6,,7.7,,13.3,,84.9,257.0,20.3,721.0,59.2,,-,901-950,901.0,901-950,,False,universidad de valladolid,1372.0,University of Valladolid,Spain,21685.0,12.1,0.08,"2 days, 9:43:00",29.1074999999999,24.8,16.7,40.7,44.4,39.5,2026.0,1372.0,57.0,"2 days, 9:43:00",university of valladolid,manual_review_approved,91.67,True,Universidad de Valladolid,University of Valladolid,universidad de valladolid,university of valladolid
,,University of Alabama,United States of America,Americas,XL,CO,VH,Public,12.1,,29.6,482.0,8.0,,18.8,736.0,7.1,,4.4,,3.5,,59.7,698.0,29.4,557.0,53.1,,-,901-950,901.0,901-950,,False,university of alabama,871.0,The University of Alabama,United States of America,35682.0,20.6,0.03,"2 days, 9:43:00",37.7005,28.6,22.4,59.4,50.0,39.3,2026.0,871.0,57.0,"2 days, 9:43:00",the university of alabama,manual_review_approved,91.3,True,University of Alabama,The University of Alabama,university of alabama,the university of alabama
,,Lodz University,Poland,Europe,L,CO,VH,Public,15.4,,7.3,,47.9,406.0,6.9,,5.7,,19.0,743.0,25.1,684.0,75.7,427.0,21.0,705.0,29.8,,-,951-1000,951.0,951-1000,,False,lodz university,1567.0,University of Lodz,Poland,21312.0,14.1,0.1,"2 days, 13:39:00",26.0304999999999,24.5,18.5,32.6,21.7,37.2,2026.0,1567.0,61.0,"2 days, 13:39:00",university of lodz,manual_review_approved,90.91,True,Lodz University,University of Lodz,lodz university,university of lodz
,,Universidad Espíritu Santo (UEES),Ecuador,Americas,S,FO,VH,Private not for Profit,6.1,,8.9,,33.7,580.0,11.2,,62.5,373.0,63.5,315.0,47.3,438.0,25.3,,13.1,,42.8,,-,951-1000,951.0,951-1000,,False,universidad esp ritu santo,680.0,"UEES, Espiritu Santo University",Ecuador,4596.0,10.9,0.24,"2 days, 3:49:00",41.7715,38.8,15.3,58.8,39.9,88.7,2026.0,680.0,51.0,"2 days, 3:49:00",uees espiritu santo university,manual_review_approved,90.91,True,Universidad Espíritu Santo (UEES),"UEES, Espiritu Santo University",universidad espiritu santo,uees espiritu santo university
,,Riga Stradins University,Latvia,Europe,M,SP,HI,Public,7.4,,16.2,,16.3,,3.4,,30.9,580.0,96.1,111.0,95.9,102.0,15.9,,14.8,,29.5,,-,1001-1200,1001.0,1001-1200,,False,riga stradins university,1460.0,Riga StradiÅ†Å¡ University,Latvia,8229.0,24.6,0.35,"3 days, 3:25:00",27.9335,18.5,16.9,39.1,25.0,64.6,2026.0,1460.0,75.0,"3 days, 3:25:00",riga stradi university,manual_review_approved,89.8,True,Riga Stradins University,Riga StradiÅ†Å¡ University,riga stradins university,riga stradia a university
,,Universidad Andrés Bello - UNAB,Chile,Americas,XL,FC,HI,Private not for Profit,19.5,633.0,16.4,,11.1,,3.9,,9.6,,3.8,,8.2,,60.9,680.0,2.5,,56.9,559.0,-,1001-1200,1001.0,1001-1200,,False,universidad andr s bello unab,1712.0,Universidad Andrés Bello (UNAB),Chile,49719.0,17.8,0.03,"2 days, 7:45:00",23.877,15.7,10.8,37.6,22.4,52.5,2026.0,1712.0,55.0,"2 days, 7:45:00",universidad andr s bello,manual_review_approved,90.2,True,Universidad Andrés Bello - UNAB,Universidad Andrés Bello (UNAB),universidad andres bello unab,universidad andres bello
,,Universidad de Castilla-La Mancha,Spain,Europe,L,FC,VH,Public,10.7,,4.7,,22.0,791.0,17.9,754.0,2.7,,9.7,,15.5,,70.4,521.0,7.9,,46.9,,-,1001-1200,1001.0,1001-1200,,False,universidad de castilla la mancha,1104.0,University of Castilla-La Mancha,Spain,25421.0,13.5,0.1,"2 days, 9:43:00",33.626,24.0,17.9,52.8,53.5,45.0,2026.0,1104.0,57.0,"2 days, 9:43:00",university of castilla la mancha,manual_review_approved,90.62,True,Universidad de Castilla-La Mancha,University of Castilla-La Mancha,universidad de castilla la mancha,university of castilla la mancha
,,Universidad de Guadalajara (UDG),Mexico,Americas,XL,FC,HI,Public,26.5,475.0,12.5,,21.3,,1.6,,2.8,,1.3,,5.7,,45.1,,9.8,,55.2,601.0,-,1001-1200,1001.0,1001-1200,,False,universidad de guadalajara,2072.0,University of Guadalajara,Mexico,145850.0,20.7,0.0,"2 days, 7:45:00",16.1489999999999,17.9,9.3,17.2,19.6,29.7,2026.0,2072.0,55.0,"2 days, 7:45:00",university of guadalajara,manual_review_approved,88.0,True,Universidad de Guadalajara (UDG),University of Guadalajara,universidad de guadalajara,university of guadalajara
,,Universidad de Talca,Chile,Americas,M,FO,VH,Public,14.4,,11.7,,9.1,,13.2,,27.4,619.0,1.9,,1.7,,46.4,,2.5,,29.4,,-,1001-1200,1001.0,1001-1200,,False,universidad de talca,1637.0,University of Talca,Chile,11543.0,12.7,0.02,"2 days, 3:49:00",25.0864999999999,20.1,13.7,32.6,37.6,52.0,2026.0,1637.0,51.0,"2 days, 3:49:00",university of talca,manual_review_approved,89.47,True,Universidad de Talca,University of Talca,universidad de talca,university of talca
