Rank,Previous Rank,University,Country,Region,Size,Focus,Research,Status,Academic Reputation SCORE,Academic Reputation  RANK,Employer Reputation SCORE,Employer Reputation RANK,Faculty Student Ratio SCORE,Faculty Student Ratio RANK,Citations per Faculty SCORE,Citations per Faculty RANK,International Faculty  SCORE,International Faculty  RANK,International Student SCORE,International student  RANK,International Students Diversity SCORE,International Students Diversity RANK,International Research Network SCORE,International Research Network RANK,Employment Outcomes SCORE,Employment Outcomes RANK,Sustainability SCORE,Sustainability RANK,Overall SCORE,Ranking_Source,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
1300,,Assiut University,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"86,744",13.2,5%,51:49:00,30.4025,23.6,12.4,48.3,25.3,57.9,2026.0
1301,,Gebze Technical University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,171",25.3,5%,45:55:00,30.4,24.9,22.5,40.0,37.3,40.5,2026.0
1302,,Miguel Hernández University of Elche,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,551",15.2,11%,52:48:00,30.395,22.0,18.4,42.9,62.6,42.6,2026.0
1303,,Hyogo Medical University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"2,613",4.7,1%,59:41:00,30.385,31.0,14.2,45.0,52.3,20.4,2026.0
1304,,Niigata University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,826",7.1,3%,37 : 63,30.3815,31.2,15.7,40.9,54.3,29.1,2026.0
1305,,DIT University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,304",15.8,3%,31 : 69,30.365,18.7,11.3,63.2,17.1,25.7,2026.0
1306,,Diego Portales University,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"18,505",17.1,3%,50:50:00,30.333,16.1,12.2,57.4,19.2,54.1,2026.0
1307,,Mawlana Bhashani Science and Technology University,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,644",17.1,0%,41:59:00,30.328,13.8,8.7,64.8,19.6,46.8,2026.0
1308,,Universitas Airlangga,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"32,097",7.2,8%,66:34:00,30.2505,28.6,14.1,39.2,24.8,66.3,2026.0
1309,,Salahaddin University–Erbil,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"26,525",10.5,1%,54:46:00,30.2475,23.4,8.3,60.1,17.0,29.7,2026.0
1310,,Guru Jambheshwar University of Science and Technology,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,520",18.9,0%,45:55:00,30.233,31.5,11.4,49.9,32.3,18.3,2026.0
1311,,Austral University,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"6,488",10.8,8%,55:45:00,30.2045,23.0,11.8,50.6,22.0,52.5,2026.0
1312,,Biruni University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"12,510",22.2,17%,70:30:00,30.1995,14.7,11.3,58.8,17.9,56.4,2026.0
1313,,Babeş-Bolyai University,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"40,388",18.8,5%,64:36:00,30.194,20.7,18.6,48.1,32.9,39.3,2026.0
1314,,Port Said University,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"31,634",33.5,1%,55:45:00,30.1635,13.3,10.3,61.4,29.7,48.6,2026.0
1315,,"Indian Institute of Science Education and Research, Pune",India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,816",11.9,0%,32 : 68,30.1255,36.5,19.8,31.8,31.4,37.6,2026.0
1316,,Brno University of Technology,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"17,555",14.5,26%,28 : 72,30.113,24.6,17.7,34.5,73.7,59.0,2026.0
1317,,Brock University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"21,118",22.0,19%,57:43:00,30.06,15.0,18.4,48.0,42.1,56.2,2026.0
1318,,Inönü University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"26,262",29.7,3%,52:48:00,30.0485,23.1,15.5,52.6,31.6,22.6,2026.0
1319,,Kindai University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"34,923",23.2,2%,32 : 68,30.0415,17.6,13.3,53.6,60.0,33.5,2026.0
1320,,Mohammed V University of Rabat,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"82,902",37.8,4%,55:45:00,30.034,29.3,16.1,41.9,43.6,32.1,2026.0
1321,,Hitotsubashi University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"6,105",14.6,14%,33 : 67,30.025,32.5,21.8,27.6,25.7,64.1,2026.0
1322,,Noakhali Science and Technology University (NSTU),Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"9,184",22.2,0%,44:56:00,29.997,11.3,9.4,65.5,17.0,48.1,2026.0
1323,,Institut Teknologi Bandung,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"28,425",19.4,6%,44:56:00,29.9955,23.9,25.6,34.8,68.9,31.0,2026.0
1324,,Universidade Federal do Paraná (UFPR),Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"33,204",12.2,8%,50:50:00,29.98,37.2,18.5,29.7,51.9,35.4,2026.0
1325,,The University of Electro-Communications,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,621",14.6,5%,0.561111111,29.9495,25.7,24.1,32.3,69.1,39.0,2026.0
1326,,Comenius University Bratislava,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"22,226",10.4,17%,65:35:00,29.9305,29.4,17.0,37.2,30.0,52.9,2026.0
1327,,Hallym University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,676",8.5,4%,,29.9245,26.8,19.9,39.7,62.5,24.5,2026.0
1328,,Al-Hussein Bin Talal University,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"12,333",33.2,1%,55:45:00,29.884,10.8,11.6,62.8,18.6,50.0,2026.0
1329,,Mendel University in Brno,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"9,185",16.2,17%,54:46:00,29.88,25.4,18.2,39.7,23.1,57.0,2026.0
1330,,Sathyabama Institute of Science and Technology,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"17,560",12.5,4%,49:51:00,29.8435,30.9,10.7,48.6,24.0,27.8,2026.0
1331,,National Institute of Technology Delhi,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,329",13.8,3%,49:51:00,29.828,32.7,13.9,44.5,20.7,26.3,2026.0
1332,,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,176",18.4,0%,25 : 75,29.8075,16.1,11.0,56.2,32.2,49.6,2026.0
1333,,University of Sfax,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"33,852",9.7,4%,65:35:00,29.8005,29.7,12.3,41.5,39.3,46.0,2026.0
1334,,Wuhan Textile University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"24,241",15.2,2%,50:50:00,29.795,16.3,12.4,57.9,55.7,23.9,2026.0
1335,,University of Ioannina,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"33,322",38.1,3%,54:46:00,29.763,16.9,15.7,50.5,52.8,39.5,2026.0
1336,,University of Žilina,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,418",15.1,7%,33 : 67,29.7455,26.2,19.6,39.9,45.5,33.9,2026.0
1337,,Maharishi Markandeshwar University (MMU),India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,662",12.5,6%,43:57:00,29.7445,28.8,10.3,50.5,19.1,31.3,2026.0
1338,,University of Évora,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,196",14.0,17%,58:42:00,29.7265,25.0,21.5,36.8,25.1,54.3,2026.0
1339,,University of León,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"9,699",10.9,5%,54:46:00,29.6965,24.9,15.9,41.8,61.0,36.8,2026.0
1340,,Yazd University,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,519",29.7,3%,58:42:00,29.623,21.6,18.5,44.8,44.4,35.6,2026.0
1341,,University of Guilan,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"17,021",31.2,1%,58:42:00,29.621,26.0,18.4,44.5,34.0,25.4,2026.0
1342,,"University of Chemistry and Technology, Prague",Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,505",8.8,29%,57:43:00,29.6165,37.3,14.7,26.9,55.0,54.4,2026.0
1343,,HES-SO University of Applied Sciences and Arts of Western Switzerland,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"17,517",6.0,29%,54:46:00,29.5735,24.5,13.8,36.2,29.6,84.0,2026.0
1344,,University of Mauritius,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"9,108",26.0,7%,58:42:00,29.558,27.5,14.9,42.2,41.3,37.5,2026.0
1345,,Université de Poitiers,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"28,005",17.7,13%,59:41:00,29.5315,27.5,20.9,30.5,39.7,61.6,2026.0
1346,,Kangwon National University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"20,621",20.1,3%,42:58:00,29.5195,24.6,24.9,36.6,54.1,25.3,2026.0
1347,,Chaoyang University of Technology,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,390",34.9,6%,55:45:00,29.51,15.5,22.8,42.6,53.7,45.3,2026.0
1348,,University of Nebraska Omaha,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,614",17.1,5%,57:43:00,29.5085,17.9,16.9,49.8,41.8,36.2,2026.0
1349,,University of Technology of Compiègne,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,377",16.0,18%,42:58:00,29.501,28.7,11.6,30.6,58.7,81.9,2026.0
1350,,Ibn Zohr University,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,45,463",130.0,1%,50:50:00,29.4925,20.9,11.8,55.1,21.0,33.8,2026.0
1351,,Gazi University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"44,013",19.9,4%,52:48:00,29.485,27.3,19.6,37.1,69.5,24.5,2026.0
1352,,SWPS University,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,605",31.5,7%,77:23:00,29.458,15.8,17.0,49.5,32.8,49.4,2026.0
1353,,Canterbury Christ Church University,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"23,395",38.4,55%,57:43:00,29.4325,18.0,13.5,46.3,19.0,74.1,2026.0
1354,,Manipal University Jaipur,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"12,438",14.0,5%,46:54:00,29.413,22.5,13.9,51.1,27.8,30.7,2026.0
1355,,University of Chittagong,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"26,397",24.0,0%,41:59:00,29.4095,11.5,9.5,60.7,22.8,55.2,2026.0
1356,,Universidad San Francisco de Quito,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,153",9.0,4%,50:50:00,29.3985,24.0,12.1,44.2,19.3,63.7,2026.0
1357,,"Vietnam National University, Hanoi",Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"67,238",18.9,0%,61:39:00,29.387,17.7,11.5,54.6,28.2,44.3,2026.0
1358,,Nagasaki University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,747",6.7,5%,39 : 61,29.37,30.1,16.0,35.4,55.2,40.3,2026.0
1359,,Urmia University of Technology,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"3,145",24.8,14%,29 : 71,29.311,12.2,14.3,56.7,22.0,49.0,2026.0
1360,,Kohat University of Science and Technology,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,175",45.4,0%,25 : 75,29.31,17.1,13.0,51.0,21.7,57.7,2026.0
1361,,Tomas Bata University in Zlín,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,964",18.4,12%,56:44:00,29.305,22.7,21.1,37.7,28.8,53.7,2026.0
1362,,Changzhou University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"29,126",17.0,2%,,29.297,15.5,14.4,54.3,66.9,21.1,2026.0
1363,,Immanuel Kant Baltic Federal University,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"6,711",16.3,19%,58:42:00,29.2775,37.1,22.1,20.3,37.1,58.0,2026.0
1364,,Chung Yuan Christian University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,676",30.2,8%,47:53:00,29.2745,18.9,24.2,36.4,64.9,42.2,2026.0
1365,,University of Staffordshire,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"15,275",23.0,22%,49:51:00,29.2325,16.3,12.3,48.0,23.8,73.4,2026.0
1366,,Gifu University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,064",15.3,4%,38 : 62,29.206,27.7,23.9,30.0,68.9,31.3,2026.0
1367,,Lorestan University,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"9,397",23.7,7%,46:54:00,29.189,22.9,11.3,51.9,24.6,34.7,2026.0
1368,,National Kaohsiung University of Science and Technology,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"28,069",32.6,2%,36 : 64,29.1595,17.0,22.8,41.7,71.0,29.1,2026.0
1369,,Indian Institute of Science Education and Research Bhopal,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"2,194",14.2,0%,39 : 61,29.15,38.3,21.5,29.4,25.1,23.9,2026.0
1370,,University of Rouen Normandie,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"31,367",23.8,14%,61:39:00,29.123,24.9,13.9,38.3,51.6,55.9,2026.0
1371,,University of Cadiz,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"18,319",15.7,10%,61:39:00,29.122,21.2,18.3,42.7,37.4,43.4,2026.0
1372,,University of Valladolid,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"21,685",12.1,8%,57:43:00,29.1075,24.8,16.7,40.7,44.4,39.5,2026.0
1373,,University of Malaga,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"36,545",13.6,6%,54:46:00,29.086,21.1,17.1,42.1,54.0,41.5,2026.0
1374,,University of Jendouba,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"12,953",21.4,0%,71:29:00,29.058,19.2,23.2,37.1,51.4,46.4,2026.0
1375,,Woosong University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,350",15.4,21%,44:56:00,29.0435,19.1,10.4,43.2,24.2,86.2,2026.0
1376,,University of the Philippines,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"54,405",10.7,0%,57:43:00,29.025,27.4,17.9,39.0,28.9,38.6,2026.0
1377,,University of Winchester,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,060",16.0,12%,66:34:00,29.001,19.0,15.4,45.4,18.0,61.2,2026.0
1378,,Jiangxi Normal University (JXNU),China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"35,356",20.5,0%,67:33:00,28.972,13.7,13.0,60.2,38.7,20.7,2026.0
1379,,Universitas Padjadjaran,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"32,501",7.6,5%,61:39:00,28.941,32.5,13.0,35.1,27.9,52.5,2026.0
1380,,University of Concepción,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"29,870",17.0,2%,52:48:00,28.9305,19.3,18.1,40.9,47.7,50.8,2026.0
1381,,University Rey Juan Carlos,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"39,309",17.3,6%,57:43:00,28.9215,18.7,15.3,47.4,46.7,38.4,2026.0
1382,,Toyohashi University of Technology (TUT),Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,998",10.2,13%,0.643055556,28.9195,30.7,23.6,21.4,83.6,43.4,2026.0
1383,,Sakarya University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"41,615",36.6,9%,52:48:00,28.901,21.8,13.8,49.7,26.7,33.2,2026.0
1384,,Jeju National University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,335",15.0,4%,53:47:00,28.9005,25.3,20.2,38.6,44.1,29.8,2026.0
1385,,Gyeongsang National University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"16,298",12.6,2%,44:56:00,28.8265,27.8,19.5,36.0,55.7,25.9,2026.0
1386,,"Visvesvaraya National Institute of Technology, Nagpur",India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,762",16.5,2%,1.011805556,28.806,32.7,12.8,41.6,36.5,20.1,2026.0
1387,,Medical University of Silesia in Katowice,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,184",6.9,5%,74:26:00,28.7645,30.1,13.0,42.9,32.0,26.2,2026.0
1388,,Medical University of Lublin,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"6,902",5.9,13%,73:27:00,28.7365,33.5,14.6,35.2,38.5,33.6,2026.0
1389,,University of Maribor,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,082",13.9,14%,55:45:00,28.733,21.5,18.0,41.2,46.2,39.5,2026.0
1390,,The Jikei University School of Medicine,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,077",0.8,1%,52:48:00,28.7325,30.3,11.2,43.9,45.4,20.8,2026.0
1391,,Ege University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"30,191",13.7,4%,53:47:00,28.7295,35.0,14.0,34.2,51.3,27.1,2026.0
1392,,Kashan University of Medical Sciences and Health Services,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"3,416",0.7,4%,57:43:00,28.725,29.2,9.0,48.7,17.9,29.0,2026.0
1393,,Universidade Eduardo Mondlane,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"41,967",24.9,1%,44:56:00,28.713,11.3,8.7,60.3,21.1,52.3,2026.0
1394,,Fu Jen Catholic University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"19,288",25.9,5%,59:41:00,28.6825,23.1,27.6,28.5,76.6,30.0,2026.0
1395,,Ho Chi Minh City Open University,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"29,906",45.6,0%,64:36:00,28.6585,10.1,10.9,63.1,16.2,39.2,2026.0
1396,,Nelson Mandela University,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"24,272",34.8,2%,60:40:00,28.6425,20.9,16.8,43.2,34.0,43.8,2026.0
1397,,"Federal University of Technology, Minna",Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"26,887",23.7,0%,0.970833333,28.6405,22.3,8.5,51.8,17.8,44.6,2026.0
1398,,University of Nigeria Nsukka,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"45,307",11.1,1%,46:54:00,28.637,32.0,11.0,40.3,20.3,41.4,2026.0
1399,,Prince of Songkla University,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"33,623",13.1,2%,68:32:00,28.6325,24.3,16.0,39.4,51.6,39.2,2026.0
1400,,University of Burgos,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,300",14.2,5%,56:44:00,28.6265,21.8,16.7,44.9,29.0,36.3,2026.0
1401,,South Valley University (Egypt),Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"65,017",29.3,0%,56:44:00,28.62,12.8,9.3,58.9,19.3,49.4,2026.0
1402,,Tezpur University,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,573",13.0,0%,45:55:00,28.6045,33.1,17.3,36.8,33.2,19.4,2026.0
1403,,Damanhour University,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"52,549",34.5,0%,62:38:00,28.5915,15.0,9.4,56.9,17.2,49.1,2026.0
1404,,University of Mazandaran,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"11,383",24.1,3%,64:36:00,28.5835,26.6,16.2,43.0,25.4,28.3,2026.0
1405,,Medical University of Bialystok,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"5,930",12.5,8%,77:23:00,28.578,31.9,12.1,39.1,41.4,30.3,2026.0
1406,,University of Colima,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"14,655",6.5,0%,52:48:00,28.5735,23.4,8.2,54.3,19.0,29.9,2026.0
1407,,Universitas Muhammadiyah Surakarta,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"21,386",16.3,0%,59:41:00,28.5435,15.7,9.8,60.5,17.5,29.6,2026.0
1408,,Ariel University,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"12,587",18.4,1%,50:50:00,28.536,19.7,21.0,41.8,37.3,34.7,2026.0
1409,,Adolfo Ibáñez University,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,615",20.9,5%,38 : 62,28.5335,15.6,17.4,44.3,22.7,62.5,2026.0
1410,,"MNS University of Agriculture, Multan",Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,477",22.5,0%,28 : 72,28.521,12.5,11.4,56.9,19.0,49.3,2026.0
1411,,Slovak University of Agriculture in Nitra,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,478",12.5,5%,54:46:00,28.5155,27.5,19.3,34.0,22.9,49.2,2026.0
1412,,University of Antioquia,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"37,677",18.4,0%,52:48:00,28.515,21.1,20.8,38.8,39.9,40.3,2026.0
1413,,Shahid Chamran University of Ahvaz,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,351",22.4,2%,57:43:00,28.508,29.4,11.0,42.0,47.5,28.6,2026.0
1414,,Shahrekord University,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"7,567",20.1,4%,53:47:00,28.5035,24.0,13.4,48.8,20.5,27.7,2026.0
1415,,National Institute of Technology Warangal,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"6,938",16.5,5%,0.929861111,28.502,26.6,13.3,45.9,27.7,25.6,2026.0
1416,,Zewail City of Science and Technology,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,238",5.3,0%,43:57:00,28.4895,23.7,10.5,48.2,23.7,40.6,2026.0
1417,,Lahore College for Women University (LCWU),Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"10,137",21.0,0%,100:00:00,28.4545,22.2,11.3,48.4,17.4,45.5,2026.0
1418,,Madan Mohan Malaviya University of Technology,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"3,276",11.1,0%,44:56:00,28.453,25.1,9.3,53.8,20.6,18.5,2026.0
1419,,Al-Farabi Kazakh National University,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"20,321",4.5,26%,61:39:00,28.4475,30.1,14.6,27.8,24.1,80.4,2026.0
1420,,University of Peradeniya,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"20,419",26.2,0%,60:40:00,28.4395,12.8,12.4,56.4,30.0,39.3,2026.0
1421,,Erciyes University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"37,763",26.1,9%,50:50:00,28.4315,25.0,13.6,43.0,41.0,34.3,2026.0
1422,,The University of the West Indies,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"22,060",15.6,1%,71:29:00,28.416,21.0,12.0,45.4,29.4,52.6,2026.0
1423,,The John Paul II Catholic University of Lublin,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"8,436",8.4,9%,65:35:00,28.3955,31.6,17.0,36.8,17.4,32.1,2026.0
1424,,Tokyo University of Science,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"18,002",24.1,4%,25 : 75,28.375,23.8,26.8,27.7,74.8,30.4,2026.0
1425,,Sohag University,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"67,926",22.2,1%,58:42:00,28.362,15.0,9.2,55.1,20.6,52.2,2026.0
1426,,St Francis Xavier University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"4,575",17.9,7%,62:38:00,28.3565,17.5,18.2,43.1,27.9,51.6,2026.0
1427,,Warsaw University of Technology,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"21,694",10.3,8%,31 : 69,28.338,28.3,17.7,32.9,61.1,33.9,2026.0
1428,,University of El Oued,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"22,276",19.9,0%,62:38:00,28.337,19.8,8.9,53.0,17.5,44.2,2026.0
1429,,Pavol Jozef Šafárik University in Košice,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"6,854",9.1,25%,67:33:00,28.335,41.7,11.2,24.5,24.7,59.3,2026.0
1430,,Sapporo Medical University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,307",3.3,0%,45:55:00,28.319,31.4,13.4,38.3,57.5,18.4,2026.0
1431,,University of Reims Champagne-Ardenne,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"25,691",18.5,11%,58:42:00,28.31,29.1,9.8,37.4,36.4,56.1,2026.0
1432,,Wrocław University of Science and Technology,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"21,125",17.2,6%,33 : 67,28.309,23.6,19.3,36.2,58.5,34.0,2026.0
1433,,Shahid Bahonar University of Kerman,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"13,683",22.7,2%,60:40:00,28.3025,19.1,13.8,50.4,32.4,30.0,2026.0
1434,,University of Social Welfare and Rehabilitation Sciences,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,538",8.8,2%,79:21:00,28.29,34.0,15.7,34.3,22.8,33.4,2026.0
1435,,Sidi Mohamed Ben Abdellah University,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,00,319",44.4,2%,54:46:00,28.278,25.2,11.9,48.2,24.2,26.2,2026.0
1436,,Shiga University of Medical Science,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,136",3.0,4%,52:48:00,28.277,32.7,13.3,34.2,65.4,25.3,2026.0
1437,,National Institute of Technology Srinagar,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"3,598",13.3,0%,1.011805556,28.259,30.5,13.3,41.7,19.3,28.3,2026.0
1438,,National Institute of Technology Meghalaya,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"1,020",13.2,3%,0.888888889,28.245,32.7,12.3,39.1,29.1,28.5,2026.0
1439,,Tianjin Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"23,254",14.3,6%,,28.2445,21.0,21.0,34.5,53.8,46.1,2026.0
1440,,Mutah University,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,"15,579",21.6,13%,53:47:00,28.2285,25.4,13.7,39.2,18.0,57.1,2026.0
