QS_Rank,QS_Previous_Rank,University,Country,QS_Region,QS_Size,QS_Focus,QS_Research,QS_Status,QS_Academic_Reputation_Score,QS_Academic_Reputation_Rank,QS_Employer_Reputation_Score,QS_Employer_Reputation_Rank,QS_Faculty_Student_Ratio_Score,QS_Faculty_Student_Ratio_Rank,QS_Citations_per_Faculty_Score,QS_Citations_per_Faculty_Rank,QS_International_Faculty_Score,QS_International_Faculty_Rank,QS_International_Student_Score,QS_International_Student_Rank,QS_International_Students_Diversity_Score,QS_International_Students_Diversity_Rank,QS_International_Research_Network_Score,QS_International_Research_Network_Rank,QS_Employment_Outcomes_Score,QS_Employment_Outcomes_Rank,QS_Sustainability_Score,QS_Sustainability_Rank,QS_Overall_Score,Ranking_Source,THE_Student_Population,THE_Students_to_Staff_Ratio,THE_International_Students_Percentage,THE_Female_to_Male_Ratio,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,Year,Ranking_Status
,595.0,ITMO University,Russia,Europe,L,FO,VH,Public,12.7,701.0,17.4,701.0,92.6,89.0,11.0,801.0,27.2,621.0,44.5,453.0,49.7,418.0,60.1,,3.9,801.0,26.6,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Technische Universität Braunschweig,Germany,Europe,L,CO,VH,Public,14.4,701.0,21.9,604.0,69.9,232.0,9.7,801.0,,,50.9,405.0,38.0,515.0,66.1,,19.3,738.0,47.4,,,QS,,,,,,,,,,,,Ranking Not Available
,,Toronto Metropolitan University (formerly Ryerson University),Canada,Americas,XL,CO,VH,Public,12.5,701.0,19.4,673.0,2.3,801.0,41.0,459.0,46.5,458.0,19.6,736.0,25.7,676.0,60.9,,20.1,723.0,66.0,,,QS,,,,,,,,,,,,Ranking Not Available
,,Universität Hohenheim,Germany,Europe,M,SP,VH,Public,9.1,701.0,11.1,701.0,19.6,801.0,45.4,409.0,31.8,565.0,38.4,512.0,28.7,631.0,74.1,,7.7,801.0,55.0,604.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Université de Rennes 1,France,Europe,L,FO,VH,Public,21.3,581.0,11.0,701.0,15.6,801.0,36.7,510.0,15.9,781.0,19.0,745.0,14.4,801.0,86.9,,9.8,801.0,49.4,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Nebraska - Lincoln,United States,Americas,L,CO,VH,Public,14.3,701.0,11.5,701.0,23.8,756.0,37.7,495.0,27.1,622.0,12.1,801.0,18.1,794.0,79.6,,17.5,771.0,63.8,,,QS,,,,,,,,,,,,Ranking Not Available
,,National University of Science and Technology MISiS,Russia,Europe,M,FO,VH,Public,7.2,701.0,15.5,701.0,76.8,186.0,21.0,698.0,10.7,801.0,67.4,294.0,70.2,268.0,43.7,,25.1,638.0,37.5,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,National University of Uzbekistan,Uzbekistan,Asia,L,CO,HI,Public,29.7,412.0,38.9,355.0,7.5,801.0,1.9,801.0,92.9,200.0,6.8,801.0,10.4,801.0,21.3,,30.4,545.0,43.5,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,Asia,S,SP,HI,Public,7.4,701.0,15.1,701.0,62.8,281.0,66.0,241.0,,,,,,,19.0,,3.8,801.0,10.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Prince Sattam Bin Abdulaziz University,Saudi Arabia,Asia,L,FO,VH,Public,6.4,701.0,3.1,701.0,69.3,237.0,19.6,720.0,99.6,109.0,15.5,801.0,18.4,789.0,93.6,,3.0,801.0,36.3,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Taras Shevchenko National University of Kyiv,Ukraine,Europe,L,CO,VH,Public,21.9,567.0,50.1,254.0,30.7,619.0,3.9,801.0,1.7,801.0,3.7,801.0,8.2,801.0,37.6,,72.0,200.0,37.9,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Temple University,United States,Americas,L,FC,VH,Public,16.8,701.0,15.0,701.0,37.9,534.0,24.6,647.0,4.4,801.0,11.6,801.0,17.5,801.0,64.7,,38.7,447.0,72.1,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Cincinnati,United States,Americas,XL,FC,VH,Public,15.1,701.0,12.3,701.0,24.8,738.0,31.9,564.0,6.2,801.0,23.7,680.0,17.8,801.0,66.9,,47.9,362.0,63.2,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Patras,Greece,Europe,L,FC,VH,Public,16.8,701.0,25.7,527.0,4.2,801.0,44.3,425.0,2.3,801.0,9.2,801.0,14.3,801.0,66.2,,4.7,801.0,65.3,392.0,,QS,,,,,,,,,,,,Ranking Not Available
,,UWE Bristol (University of the West of England),United Kingdom,Europe,XL,CO,HI,Public,10.6,701.0,15.1,701.0,8.9,801.0,25.2,633.0,66.1,354.0,88.9,176.0,89.9,150.0,72.4,,4.2,801.0,53.3,,,QS,,,,,,,,,,,,Ranking Not Available
,,Auezov South Kazakhstan State University (SKSU),Kazakhstan,Asia,L,CO,MD,Public,21.2,585.0,33.9,424.0,91.6,99.0,1.1,801.0,20.1,711.0,29.3,598.0,27.9,641.0,5.0,,4.1,801.0,35.3,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Far Eastern Federal University,Russia,Europe,L,CO,HI,Public,13.9,701.0,9.5,701.0,98.7,47.0,2.6,801.0,16.7,769.0,79.3,226.0,80.5,204.0,48.0,,7.1,801.0,37.5,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,National Institute of Technology Tiruchirappalli,India,Asia,M,FO,VH,Public,4.1,701.0,5.3,701.0,10.6,801.0,89.5,105.0,,,3.5,801.0,7.5,801.0,38.2,,8.8,801.0,37.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Princess Nourah bint Abdulrahman University,Saudi Arabia,Asia,L,CO,VH,Public,18.3,666.0,24.1,561.0,28.7,664.0,7.2,801.0,83.8,264.0,31.3,575.0,35.9,537.0,74.6,,2.8,801.0,49.8,,,QS,,,,,,,,,,,,Ranking Not Available
,,SEGi University,Malaysia,Asia,M,FO,HI,Private for Profit,6.7,701.0,12.6,701.0,91.2,100.0,2.1,801.0,94.9,179.0,100.0,13.0,100.0,8.0,6.6,,9.4,801.0,30.7,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,"Sofia University ""St. Kliment Ohridski""",Bulgaria,Europe,L,CO,VH,Public,16.0,701.0,25.2,537.0,55.0,342.0,3.1,801.0,4.0,801.0,15.6,801.0,21.1,748.0,55.7,,88.6,117.0,49.4,,,QS,,,,,,,,,,,,Ranking Not Available
,,Texas Tech University,United States,Americas,XL,FC,HI,Public,14.5,701.0,26.9,509.0,10.0,801.0,18.8,739.0,63.8,364.0,17.4,777.0,23.5,714.0,70.6,,28.1,591.0,66.1,,,QS,,,,,,,,,,,,Ranking Not Available
,,Universidad Central de Venezuela - UCV,Venezuela,Americas,L,FC,MD,Public,28.9,431.0,45.3,298.0,41.5,487.0,1.4,801.0,3.3,801.0,2.0,801.0,6.3,801.0,13.3,,57.5,289.0,36.3,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Université de Tunis El Manar,Tunisia,Africa,L,FC,VH,Public,15.8,701.0,6.2,701.0,39.9,508.0,9.2,801.0,61.9,376.0,16.7,787.0,19.9,764.0,82.5,,61.3,259.0,56.7,,,QS,,,,,,,,,,,,Ranking Not Available
,,Yildiz Technical University,Turkey,Asia,L,CO,VH,Public,13.4,701.0,43.2,310.0,5.6,801.0,26.0,624.0,9.5,801.0,27.8,617.0,33.8,566.0,55.4,,26.7,613.0,63.7,,,QS,,,,,,,,,,,,Ranking Not Available
,,Aberystwyth University,United Kingdom,Europe,M,CO,VH,Public,12.8,701.0,11.5,701.0,27.6,687.0,23.9,658.0,61.3,,42.0,475.0,45.4,457.0,63.3,,11.0,801.0,63.1,,,QS,,,,,,,,,,,,Ranking Not Available
,,Adam Mickiewicz University,Poland,Europe,L,CO,VH,Public,24.1,528.0,12.3,701.0,45.7,427.0,8.8,801.0,10.9,801.0,15.6,801.0,21.7,737.0,88.7,,15.8,801.0,63.6,431.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Brandeis University,United States,Americas,M,CO,VH,Private not for Profit,12.8,701.0,9.7,701.0,50.2,381.0,25.0,638.0,33.0,554.0,83.4,201.0,62.1,322.0,24.7,,30.5,544.0,28.8,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Kaunas University of Technology,Lithuania,Europe,M,FO,VH,Public,15.1,701.0,22.0,602.0,37.9,533.0,17.5,761.0,4.8,801.0,40.0,489.0,45.4,458.0,68.6,,29.0,570.0,58.9,,,QS,,,,,,,,,,,,Ranking Not Available
,,Plekhanov Russian University of Economics,Russia,Europe,L,FO,VH,Public,15.5,701.0,30.1,474.0,57.8,314.0,3.3,801.0,4.1,801.0,26.7,636.0,31.7,595.0,61.2,,55.2,300.0,42.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Shahid Beheshti University (SBU),Iran,Asia,L,FO,VH,Public,11.8,701.0,22.5,590.0,6.0,801.0,49.4,377.0,5.2,801.0,24.7,668.0,25.1,683.0,68.0,,24.2,654.0,33.6,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Syracuse University,United States,Americas,L,CO,VH,Private not for Profit,17.0,701.0,18.3,699.0,16.1,801.0,17.0,763.0,25.2,648.0,45.5,443.0,50.5,410.0,56.7,,58.0,285.0,60.9,,,QS,,,,,,,,,,,,Ranking Not Available
,,The Catholic University of Korea,South Korea,Asia,M,FC,VH,Private not for Profit,7.9,701.0,6.0,701.0,97.4,61.0,31.0,576.0,4.7,801.0,52.9,390.0,47.1,441.0,14.3,,1.9,801.0,44.8,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Baghdad,Iraq,Asia,XL,FC,VH,Public,18.1,675.0,41.2,330.0,31.1,614.0,2.5,801.0,2.8,801.0,1.2,801.0,1.1,801.0,69.0,,85.6,134.0,43.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Malta,Malta,Europe,M,FC,VH,Public,9.3,701.0,7.4,701.0,47.7,408.0,10.1,801.0,33.1,551.0,42.2,472.0,47.5,436.0,76.8,,98.1,40.0,38.2,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Messina,Italy,Europe,L,FC,VH,Public,12.6,701.0,2.9,701.0,18.6,801.0,55.5,323.0,1.4,801.0,17.8,767.0,23.9,706.0,78.6,,1.6,801.0,61.5,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Pecs,Hungary,Europe,L,FC,HI,Public,20.1,613.0,20.1,653.0,52.3,357.0,5.0,801.0,12.8,801.0,77.3,240.0,79.5,211.0,42.4,,12.8,801.0,53.7,,,QS,,,,,,,,,,,,Ranking Not Available
,,Victoria University,Australia,Oceania,L,CO,HI,Public,9.2,701.0,10.1,701.0,3.4,801.0,48.7,381.0,23.6,667.0,74.6,256.0,77.1,225.0,48.9,,9.7,801.0,59.3,,,QS,,,,,,,,,,,,Ranking Not Available
,,Vytautas Magnus University,Lithuania,Europe,M,FO,VH,Public,14.0,701.0,19.9,658.0,44.2,447.0,5.0,801.0,46.8,455.0,70.8,270.0,73.5,244.0,62.8,,26.8,611.0,47.0,,,QS,,,,,,,,,,,,Ranking Not Available
,,Martin-Luther-Universität Halle-Wittenberg,Germany,Europe,L,FC,VH,Public,15.1,701.0,9.9,701.0,89.4,106.0,11.2,801.0,,,17.0,781.0,12.9,801.0,86.5,,6.3,801.0,47.1,,,QS,,,,,,,,,,,,Ranking Not Available
,,Université de Lorraine,France,Europe,XL,FO,VH,Public,19.2,644.0,5.0,701.0,8.6,801.0,24.7,646.0,40.5,494.0,40.0,488.0,29.9,617.0,95.6,,22.3,692.0,54.5,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of New Mexico,United States,Americas,L,FC,VH,Public,14.2,701.0,16.9,701.0,57.3,320.0,20.4,705.0,11.0,801.0,7.1,801.0,5.5,801.0,83.6,,11.4,801.0,53.8,626.0,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Oregon,United States,Americas,L,CO,VH,Public,23.2,543.0,22.5,592.0,14.7,801.0,25.3,632.0,10.5,801.0,5.4,801.0,4.3,801.0,53.8,,36.9,470.0,55.7,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Trieste,Italy,Europe,L,FC,VH,Public,16.1,701.0,7.8,701.0,5.5,801.0,53.8,345.0,11.6,801.0,16.8,783.0,22.9,721.0,70.8,,18.7,746.0,36.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Al-Ahliyya Amman University,Jordan,Asia,M,FO,VH,Private not for Profit,17.1,701.0,21.0,625.0,15.8,801.0,6.4,801.0,93.7,196.0,100.0,29.0,98.0,79.0,32.7,,6.0,801.0,38.2,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Babes-Bolyai University,Romania,Europe,XL,CO,VH,Public,21.9,569.0,34.9,410.0,8.7,801.0,8.0,801.0,18.9,729.0,7.1,801.0,12.6,801.0,83.9,,35.9,477.0,65.0,,,QS,,,,,,,,,,,,Ranking Not Available
,,Bangladesh University of Engineering and Technology,Bangladesh,Asia,M,SP,VH,Public,21.3,582.0,42.5,316.0,15.6,801.0,30.8,578.0,,,,,,,23.0,,29.9,551.0,30.0,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Czech University of Life Sciences in Prague,Czechia,Europe,L,FO,VH,Public,11.6,701.0,8.7,701.0,13.7,801.0,22.3,680.0,36.0,530.0,82.5,208.0,84.1,175.0,85.4,,5.0,801.0,72.5,,,QS,,,,,,,,,,,,Ranking Not Available
,,"Government College University, Faisalabad",Pakistan,Asia,L,CO,VH,Public,4.2,701.0,7.1,701.0,7.6,801.0,72.2,197.0,1.3,801.0,1.1,801.0,5.5,801.0,77.6,,33.5,503.0,32.2,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,"Jamia Millia Islamia, New Delhi",India,Asia,M,CO,VH,Public,13.0,701.0,5.6,701.0,40.1,500.0,47.7,394.0,4.2,801.0,10.7,801.0,14.8,801.0,60.5,,6.3,801.0,49.7,,,QS,,,,,,,,,,,,Ranking Not Available
,,Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan,Asia,M,FC,MD,Public,19.1,646.0,46.3,287.0,57.5,316.0,1.3,801.0,27.8,612.0,45.5,442.0,40.0,503.0,4.1,,10.7,801.0,30.1,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Kaohsiung Medical University,Taiwan,Asia,M,FO,VH,Private for Profit,8.4,701.0,6.0,701.0,46.9,423.0,58.6,294.0,11.2,801.0,7.4,801.0,11.1,801.0,26.1,,4.1,801.0,51.7,,,QS,,,,,,,,,,,,Ranking Not Available
,,New Jersey Institute of Technology (NJIT),United States,Americas,M,FO,VH,Public,7.5,701.0,19.8,666.0,13.2,801.0,40.6,462.0,36.0,529.0,65.4,306.0,68.7,281.0,37.7,,10.4,801.0,54.2,,,QS,,,,,,,,,,,,Ranking Not Available
,,Riga Technical University,Latvia,Europe,M,CO,VH,Public,12.6,701.0,31.9,449.0,31.7,606.0,6.0,801.0,22.1,686.0,84.9,195.0,86.3,165.0,38.2,,40.5,432.0,47.6,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Belgrade,Serbia,Europe,XL,FC,VH,Public,23.6,536.0,14.0,701.0,6.5,801.0,10.1,801.0,3.6,801.0,7.4,801.0,5.8,801.0,94.5,,98.4,36.0,52.1,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Bucharest,Romania,Europe,XL,CO,VH,Public,21.1,590.0,35.9,400.0,9.0,801.0,8.3,801.0,3.5,801.0,4.8,801.0,10.0,801.0,72.3,,67.9,226.0,60.8,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Nizwa,Oman,Asia,S,CO,VH,Private not for Profit,11.0,701.0,12.8,701.0,47.5,412.0,13.0,801.0,100.0,32.0,26.2,642.0,27.0,653.0,26.1,,73.5,190.0,19.0,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,"Vietnam National University, Hanoi",Vietnam,Asia,XL,CO,HI,Public,24.3,525.0,33.0,435.0,9.2,801.0,4.3,801.0,6.6,801.0,1.3,801.0,1.3,801.0,68.3,,68.7,223.0,69.4,,,QS,,,,,,,,,,,,Ranking Not Available
,,Holy Spirit University of Kaslik,Lebanon,Asia,M,FO,HI,Private not for Profit,11.1,701.0,20.7,637.0,70.4,226.0,3.8,801.0,99.4,117.0,52.2,397.0,53.4,383.0,9.6,,7.3,801.0,38.0,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Philipps-Universität Marburg,Germany,Europe,L,FC,VH,Public,16.3,701.0,15.1,701.0,7.4,801.0,39.6,475.0,19.0,727.0,31.9,568.0,23.9,705.0,65.9,,8.9,801.0,47.6,,,QS,,,,,,,,,,,,Ranking Not Available
,,Rovira i Virgili University,Spain,Europe,L,FC,VH,Public,9.5,701.0,4.5,701.0,19.9,801.0,48.0,388.0,9.8,801.0,28.4,610.0,34.4,559.0,82.2,,1.8,801.0,65.0,,,QS,,,,,,,,,,,,Ranking Not Available
,,Rutgers University - Newark,United States,Americas,M,CO,VH,Public,13.7,701.0,14.2,701.0,26.1,718.0,26.0,623.0,31.2,575.0,44.8,450.0,49.1,423.0,26.9,,44.6,394.0,61.2,,,QS,,,,,,,,,,,,Ranking Not Available
,,Thapar Institute of Engineering & Technology,India,Asia,M,FO,VH,Public,4.0,701.0,9.3,701.0,14.3,801.0,71.2,206.0,17.1,763.0,4.7,801.0,8.7,801.0,33.7,,11.6,801.0,58.5,,,QS,,,,,,,,,,,,Ranking Not Available
,,Universidad de Palermo,Argentina,Americas,S,FO,HI,Private not for Profit,15.8,701.0,16.0,701.0,96.0,68.0,1.1,801.0,42.0,481.0,94.3,136.0,90.0,148.0,3.6,,10.1,801.0,,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Calcutta,India,Asia,L,CO,VH,Public,19.7,628.0,11.1,701.0,7.7,801.0,33.9,538.0,31.3,574.0,1.3,801.0,5.7,801.0,57.0,,61.6,253.0,34.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Maynooth,Ireland,Europe,L,FO,VH,Public,16.6,701.0,13.1,701.0,14.2,801.0,21.0,699.0,91.2,216.0,32.2,566.0,38.0,514.0,45.1,,16.3,801.0,52.3,,,QS,,,,,,,,,,,,Ranking Not Available
,,Alexandria University,Egypt,Africa,XL,FC,VH,Public,32.7,376.0,24.2,555.0,7.2,801.0,3.5,801.0,1.9,801.0,13.6,801.0,19.0,780.0,80.7,,33.0,514.0,56.6,,,QS,,,,,,,,,,,,Ranking Not Available
,,Carleton University,Canada,Americas,L,CO,VH,Public,15.6,701.0,16.8,701.0,7.3,801.0,18.6,743.0,17.6,756.0,56.9,364.0,42.4,489.0,74.9,,43.1,407.0,61.1,,,QS,,,,,,,,,,,,Ranking Not Available
,,Georgia State University,United States,Americas,L,FO,VH,Public,14.8,701.0,29.1,486.0,6.0,801.0,33.2,547.0,6.6,801.0,18.9,747.0,14.3,801.0,64.6,,29.0,572.0,47.3,,,QS,,,,,,,,,,,,Ranking Not Available
,,Hong Kong Metropolitan University,Hong Kong,Asia,L,FO,HI,,26.5,476.0,7.1,701.0,4.2,801.0,9.7,801.0,90.3,222.0,92.9,147.0,81.9,189.0,11.2,,29.3,563.0,36.6,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Kuwait University,Kuwait,Asia,XL,FC,HI,Public,20.9,594.0,17.5,701.0,9.4,801.0,5.5,801.0,24.1,662.0,32.0,567.0,37.8,519.0,55.1,,97.1,56.0,58.3,,,QS,,,,,,,,,,,,Ranking Not Available
,,Technological University of Dublin,Ireland,Europe,L,CO,HI,Public,17.7,690.0,22.4,594.0,18.0,801.0,6.1,801.0,49.8,440.0,63.7,312.0,67.3,288.0,53.7,,22.6,679.0,58.7,,,QS,,,,,,,,,,,,Ranking Not Available
,,Universidad de Alicante,Spain,Europe,L,FC,VH,Public,21.1,589.0,11.5,701.0,36.0,556.0,14.2,801.0,11.5,801.0,21.4,704.0,27.5,644.0,79.3,,10.4,801.0,70.9,,,QS,,,,,,,,,,,,Ranking Not Available
,,Universidad de Antioquia,Colombia,Americas,XL,FO,VH,Public,39.7,304.0,24.1,557.0,5.9,801.0,7.1,801.0,4.9,801.0,,,,,55.7,,26.7,612.0,45.5,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Universidad del Rosario,Colombia,Americas,M,FC,HI,Private not for Profit,23.8,531.0,32.7,439.0,35.1,563.0,4.4,801.0,9.8,801.0,5.8,801.0,4.6,801.0,31.2,,48.5,357.0,58.2,,,QS,,,,,,,,,,,,Ranking Not Available
,,"Universidade Católica Portuguesa, UCP",Portugal,Europe,M,FO,VH,Private not for Profit,16.5,701.0,31.2,459.0,14.1,801.0,12.9,801.0,17.1,767.0,58.3,353.0,62.3,320.0,33.8,,57.7,286.0,47.9,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Kentucky,United States,Americas,L,FC,VH,Public,15.0,701.0,15.0,701.0,19.2,801.0,32.1,561.0,18.2,739.0,5.7,801.0,4.5,801.0,77.3,,24.4,651.0,59.6,,,QS,,,,,,,,,,,,Ranking Not Available
,,University of Mons,Belgium,Europe,M,CO,VH,Public,7.0,701.0,8.1,701.0,5.2,801.0,53.2,349.0,40.9,491.0,47.0,432.0,50.6,409.0,43.6,,7.3,801.0,54.4,,,QS,,,,,,,,,,,,Ranking Not Available
,,V.N. Karazin Kharkiv National University,Ukraine,Europe,L,FC,HI,Public,14.3,701.0,30.2,470.0,70.5,222.0,1.9,801.0,4.4,801.0,67.8,291.0,69.0,276.0,35.2,,4.6,801.0,46.2,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Wayne State University,United States,Americas,L,FC,VH,Public,9.0,701.0,6.8,701.0,70.3,228.0,18.0,752.0,17.9,747.0,10.5,801.0,8.1,801.0,69.8,,34.1,499.0,66.9,,,QS,,,,,,,,,,,,Ranking Not Available
,,Applied Science Private University - Jordan,Jordan,Asia,M,CO,HI,Private for Profit,16.4,701.0,27.8,497.0,30.0,631.0,7.4,801.0,36.3,528.0,82.1,212.0,79.3,214.0,44.9,,5.9,801.0,39.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Beijing University of Technology,China,Asia,L,CO,VH,Public,9.0,701.0,10.8,701.0,41.9,481.0,55.4,325.0,5.3,801.0,2.7,801.0,7.5,801.0,38.4,,7.6,801.0,33.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Chiba University,Japan,Asia,L,FC,VH,Public,22.5,555.0,12.5,701.0,65.8,261.0,17.8,755.0,11.3,801.0,7.9,801.0,12.1,801.0,30.2,,6.2,801.0,48.7,,,QS,,,,,,,,,,,,Ranking Not Available
,,Lanzhou University,China,Asia,XL,CO,VH,Public,9.4,701.0,5.3,701.0,43.4,460.0,47.7,393.0,3.0,801.0,2.2,801.0,1.9,801.0,69.6,,11.1,801.0,45.3,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Norwegian University of Life Sciences (UMB),Norway,Europe,M,FO,VH,,8.2,701.0,8.2,701.0,100.0,15.0,13.4,801.0,,,,,,,77.7,,25.5,630.0,50.8,,,QS,,,,,,,,,,,,Ranking Not Available
,,Pontificia Universidad Católica de Valparaíso,Chile,Americas,L,CO,VH,Private not for Profit,36.4,332.0,29.0,487.0,6.8,801.0,13.2,801.0,15.1,801.0,2.6,801.0,2.2,801.0,43.3,,12.2,801.0,36.9,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Universiti Tunku Abdul Rahman (UTAR),Malaysia,Asia,M,FC,HI,Private not for Profit,19.4,636.0,43.9,304.0,19.2,801.0,13.4,801.0,15.8,784.0,8.0,801.0,11.9,801.0,51.7,,5.1,801.0,57.7,548.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Wake Forest University,United States,Americas,M,FC,VH,Private not for Profit,7.4,701.0,18.9,688.0,100.0,6.0,11.9,801.0,6.2,801.0,16.0,798.0,12.1,801.0,38.8,,28.3,589.0,42.2,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,AGH University of Krakow,Poland,Europe,L,CO,VH,Public,13.1,701.0,30.6,465.0,54.7,344.0,12.7,801.0,4.4,801.0,7.3,801.0,12.1,801.0,75.6,,4.0,801.0,47.4,,,QS,,,,,,,,,,,,Ranking Not Available
,,Ahlia University,Bahrain,Asia,S,SP,HI,Private not for Profit,18.1,677.0,9.9,701.0,38.4,528.0,10.3,801.0,100.0,51.0,61.7,330.0,46.0,454.0,11.1,,12.1,801.0,26.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Alfaisal University,Saudi Arabia,Asia,S,FO,VH,Private not for Profit,7.9,701.0,5.9,701.0,31.7,605.0,21.8,687.0,100.0,29.0,96.7,102.0,92.4,127.0,28.1,,5.7,801.0,31.0,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Azerbaijan State University of Economics,Azerbaijan,Asia,L,FO,HI,Public,21.2,587.0,37.2,379.0,36.7,548.0,1.5,801.0,32.0,563.0,10.7,801.0,13.9,801.0,11.7,,51.5,329.0,39.2,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Bournemouth University,United Kingdom,Europe,L,CO,VH,Public,8.0,701.0,11.0,701.0,8.1,801.0,29.4,594.0,84.7,261.0,47.7,422.0,52.6,391.0,76.3,,7.7,801.0,43.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,De Montfort University,United Kingdom,Europe,L,FO,VH,Public,6.4,701.0,9.5,701.0,6.8,801.0,16.7,770.0,81.4,284.0,96.4,107.0,96.6,92.0,57.1,,10.5,801.0,64.5,,,QS,,,,,,,,,,,,Ranking Not Available
,,Donghua University,China,Asia,L,CO,VH,Public,4.5,701.0,4.4,701.0,32.4,596.0,70.6,213.0,2.0,801.0,4.2,801.0,3.4,801.0,32.1,,5.1,801.0,28.5,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Gdansk University of Technology,Poland,Europe,L,FO,VH,Public,12.0,701.0,24.1,560.0,31.8,603.0,25.5,630.0,6.9,801.0,7.8,801.0,12.7,801.0,70.0,,4.0,801.0,64.0,,,QS,,,,,,,,,,,,Ranking Not Available
,,German Jordanian University,Jordan,Asia,S,FO,VH,Public,14.6,701.0,28.7,490.0,34.6,569.0,12.7,801.0,85.3,256.0,23.9,676.0,26.0,668.0,18.3,,11.3,801.0,22.1,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,IIT Gandhinagar,India,Asia,S,FO,VH,Public,7.0,701.0,9.1,701.0,51.9,364.0,53.2,350.0,2.7,801.0,2.2,801.0,6.4,801.0,20.1,,1.9,801.0,42.3,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Instituto Tecnológico Autonomo de México (ITAM),Mexico,Americas,S,SP,MD,Private not for Profit,21.5,575.0,40.0,343.0,22.3,784.0,2.7,801.0,51.1,436.0,2.2,801.0,6.6,801.0,8.7,,80.0,159.0,24.6,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Keele University,United Kingdom,Europe,M,FC,VH,Public,8.5,701.0,8.0,701.0,21.3,801.0,28.5,600.0,60.9,385.0,50.7,408.0,42.3,490.0,66.4,,10.1,801.0,39.4,801.0,,QS,,,,,,,,,,,,Ranking Not Available
,,Middlesex University,United Kingdom,Europe,L,CO,HI,Public,7.5,701.0,9.3,701.0,11.3,801.0,14.3,801.0,88.6,233.0,99.7,49.0,99.7,39.0,56.5,,24.6,647.0,40.0,801.0,,QS,,,,,,,,,,,,Ranking Not Available
