University_Name,Country,Year,QS_Rank,QS_Previous_Rank,QS_Academic_Reputation_Score,QS_Region,QS_Size,QS_Focus,QS_Research_Level,QS_Status,THE_Rank,THE_Student_Population,THE_Students_to_Staff_Ratio,THE_International_Students_Pct,THE_Female_Ratio,THE_Male_Ratio,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,Data_Source,QS_THE_Match_Status,QS_Data_Available,THE_Data_Available
Indian Institute of Technology Kharagpur (IITKGP),India,2026,215,222,42.5,Asia,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Indian Institute of Technology Madras (IITM),India,2026,180,227,56.8,Asia,M,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Indian Institute of Technology Mandi,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1074,2684,14.8,1,25,75,34.154,34.3,14.9,54.9,28.8,27.9,THE only,THE record not matched in QS,FALSE,TRUE
Indian Institute of Technology Patna,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,712,2840,17.1,1,23,77,41.061,34.8,22.5,70.4,36,22.8,THE only,THE record not matched in QS,FALSE,TRUE
Indian Institute of Technology Roorkee (IITR),India,2026,339,335,26.8,Asia,M,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Indian Institute of Technology Ropar,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1007,2955,16.7,1,24,76,35.3505,40.6,21,46,40.4,24.9,THE only,THE record not matched in QS,FALSE,TRUE
Indiana University,United States,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,199,67529,11.5,13,53,47,58.8775,47.1,36.9,87.3,85.3,62.4,THE only,THE record not matched in QS,FALSE,TRUE
Indiana University Bloomington,United States,2026,306,355,44.7,Americas,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Indraprastha Institute of Information Technology Delhi,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1169,3033,16.5,6,18,82,32.634,25.3,14.6,52.4,52.6,41.5,THE only,THE record not matched in QS,FALSE,TRUE
Industrial University of Ho Chi Minh City,Viet Nam,2026,1300.5,-1,22.6,Asia,L,CO,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Industrial University of Tyumen,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2182,11584,11.2,7,33,67,12.8235,20.2,7.9,6.7,18.9,24.1,THE only,THE record not matched in QS,FALSE,TRUE
Inha University,South Korea,2026,643,635.5,17.5,Asia,L,FC,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Innopolis University,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,968,1248,13.7,21,19,81,36.0775,23.9,24.5,45.3,58.3,80,THE only,THE record not matched in QS,FALSE,TRUE
Inönü University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1318,26262,29.7,3,52,48,30.0485,23.1,15.5,52.6,31.6,22.6,THE only,THE record not matched in QS,FALSE,TRUE
Institut Agro,France,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,401,2565,8.8,17,61,39,49.822,48.4,34.9,58.2,78.7,64.2,THE only,THE record not matched in QS,FALSE,TRUE
Institut National des Sciences Appliquées de Lyon (INSA),France,2026,406,405,9.4,Europe,M,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Institut Polytechnique de Paris,France,2026,41,46,58.1,Europe,M,CO,VH,Public,69,6217,7.6,43,23,77,71.6435,71.8,62.4,70.9,99.1,95.1,QS + THE,Matched,TRUE,TRUE
Institut Teknologi Bandung,Indonesia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1323,28425,19.4,6,44,56,29.9955,23.9,25.6,34.8,68.9,31,THE only,THE record not matched in QS,FALSE,TRUE
Institut Teknologi Nasional Bandung (ITENAS Bandung),Indonesia,2026,1300.5,-1,22.4,Asia,M,SP,LO,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Institut Teknologi Sepuluh Nopember (ITS),Indonesia,2026,509,585,27.4,Asia,L,CO,VH,Public,1665,20850,6.1,7,41,59,24.5845,25.9,11.1,28.3,42,47.4,QS + THE,Matched,TRUE,TRUE
Institute for Advanced Studies in Basic Sciences (IASBS),Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1041,1053,9.4,5,57,43,34.795,37.6,9.1,51.2,25.6,62.4,THE only,THE record not matched in QS,FALSE,TRUE
Institute of Science Tokyo,Japan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,170,13407,8.3,17,23,77,60.6895,66.9,60.5,52.7,92.1,52.2,THE only,THE record not matched in QS,FALSE,TRUE
Institute of Space Technology,Pakistan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1196,2193,10.1,0,34,66,32.18,23.2,10.4,59.1,22.5,49.2,THE only,THE record not matched in QS,FALSE,TRUE
Instituto Politécnico de Viana do Castelo,Portugal,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1681,5913,18.6,11,49,51,24.3305,13.8,15.6,38.1,22.7,45.3,THE only,THE record not matched in QS,FALSE,TRUE
Instituto Politécnico Nacional (IPN),Mexico,2026,875.5,825.5,26.6,Americas,XL,FO,VH,Public,2021,139234,12.7,0,44,56,17.382,21.9,10.7,16.2,25.4,25.9,QS + THE,Matched,TRUE,TRUE
Instituto Tecnológico Autonomo de México (ITAM),Mexico,2026,825.5,755.5,21.5,Americas,S,SP,MD,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic,2026,1300.5,1300.5,1.9,Americas,M,FO,MD,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Instituto Tecnológico Metropolitano,Colombia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2187,25069,19.7,0,43,57,11.862,12.9,7.9,9,18.7,30.9,THE only,THE record not matched in QS,FALSE,TRUE
International Christian University,Japan,2026,1300.5,1100.5,6.3,Asia,S,FO,HI,Private for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
International Hellenic University,Greece,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1694,58142,37.1,3,44,56,24.147,9.8,10.5,48.8,28.9,32.2,THE only,THE record not matched in QS,FALSE,TRUE
"International Institute of Information Technology, Hyderabad",India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,783,1882,13.4,7,20,80,39.483,29.3,18.7,66.3,56.6,43.5,THE only,THE record not matched in QS,FALSE,TRUE
International Islamic University Islamabad (IIU),Pakistan,2026,1300.5,1100.5,9.3,Asia,L,CO,HI,Public,902,24592,21.9,5,58,42,37.178,19,11.3,77.1,20.4,58,QS + THE,Matched,TRUE,TRUE
International Islamic University Malaysia (IIUM),Malaysia,2026,613,665.5,36,Asia,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
International University of Rabat,Morocco,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,861,8278,23.1,5,55,45,37.8305,18.4,12,73.2,31,76.3,THE only,THE record not matched in QS,FALSE,TRUE
INTI International University,Malaysia,2026,509,516,14.3,Asia,S,CO,VH,Private for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Ionian University,Greece,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1954,9707,24.9,3,53,47,18.7395,16.3,11.6,26,23.8,24.2,THE only,THE record not matched in QS,FALSE,TRUE
Iowa State University,United States,2026,449,470,26.4,Americas,L,CO,VH,Public,424,27116,17.2,8,46,54,48.96,41.6,36.2,64.7,87,44,QS + THE,Matched,TRUE,TRUE
IPB University (aka Bogor Agricultural University),Indonesia,2026,399,426,35.1,Asia,L,FO,VH,Public,1524,22993,10.3,5,58,42,26.9045,32.8,12.3,27.5,51.1,44.9,QS + THE,Matched,TRUE,TRUE
Iqra University,Pakistan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,901,10121,13.1,1,26,74,37.181,17.8,9.5,80.9,24,52.6,THE only,THE record not matched in QS,FALSE,TRUE
Iran University of Medical Sciences,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,703,8876,7.8,19,54,46,41.4345,48.3,17.3,56.5,43.1,46.6,THE only,THE record not matched in QS,FALSE,TRUE
Iran University of Science and Technology,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,416,12556,29,7,36,64,49.215,32,33.9,79.5,88.6,34,THE only,THE record not matched in QS,FALSE,TRUE
Iran University of Science and Technology,Iran (Islamic Republic of),2026,496,436,11.8,Asia,M,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Irkutsk National Research Technical University,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1967,9686,10.1,13,37,63,18.501,23,10.2,16.7,29.2,34.4,THE only,THE record not matched in QS,FALSE,TRUE
Irkutsk State University,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2180,12975,14.1,5,66,34,12.865,18.6,9.8,6,17.4,27.2,THE only,THE record not matched in QS,FALSE,TRUE
ISCTE - Instituto Universitario de Lisboa,Portugal,2026,715.5,665.5,8.6,Europe,L,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
ISCTE-University Institute of Lisbon,Portugal,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,675,10999,26,18,53,47,41.878,29.8,35.9,54.9,59.9,50.8,THE only,THE record not matched in QS,FALSE,TRUE
Isfahan University of Medical Sciences,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,762,10760,10.5,4,59,41,39.8685,46.6,22.5,49.7,65.6,27.5,THE only,THE record not matched in QS,FALSE,TRUE
Isfahan University of Technology,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,664,10096,22.6,3,40,60,42.0945,34.1,27.6,59.7,84.4,36.6,THE only,THE record not matched in QS,FALSE,TRUE
Isfahan University of Technology,Iran (Islamic Republic of),2026,571,489,7.8,Asia,M,FO,VH,Not Available,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
The Islamia University of Bahawalpur,Pakistan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,867,53834,40.7,0,47,53,37.747,17.6,13.3,80.3,22.2,49.6,THE only,THE record not matched in QS,FALSE,TRUE
"The Islamia University of Bahawalpur,Pakistan",Pakistan,2026,1401,-1,6.2,Asia,XL,CO,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Islamic Azad University,Iran (Islamic Republic of),2026,1300.5,-1,6.1,Asia,Not Available,CO,Not Available,Not Available,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Islamic Science University of Malaysia (USIM),Malaysia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1972,13123,17.6,6,64,36,18.4715,22.1,9.4,18.5,16.9,40,THE only,THE record not matched in QS,FALSE,TRUE
Islamic University of Indonesia (Universitas Islam Indonesia),Indonesia,2026,1401,1300.5,17.5,Asia,L,CO,HI,Private not for Profit,1973,26457,31.6,3,45,55,18.462,14.6,11.7,24.9,17.8,34.4,QS + THE,Matched,TRUE,TRUE
Islamic University of Lebanon,Lebanon,2026,1100.5,-1,10.6,Asia,M,FO,MD,Private for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Islamic University of Madinah,Saudi Arabia,2026,1300.5,1100.5,8.1,Asia,L,FO,HI,Public,1019,17328,24.6,77,2,98,35.102,29.7,10,53.6,17.7,88.7,QS + THE,Matched,TRUE,TRUE
Islamic University of Technology,Bangladesh,2026,1300.5,-1,6.5,Asia,S,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Isra University (Jordan),Jordan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,804,5275,21.5,24,52,48,38.974,12.9,16.5,80.5,16.9,74.1,THE only,THE record not matched in QS,FALSE,TRUE
Istanbul Aydin University,Türkiye,2026,1300.5,1300.5,8.6,Asia,L,FO,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Istanbul Aydın University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1661,17587,16.5,20,53,47,24.65,21.2,10,35,18.4,56.8,THE only,THE record not matched in QS,FALSE,TRUE
Istanbul Bilgi Üniversitesi,Türkiye,2026,1401,1300.5,5.6,Asia,M,FO,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Istanbul Bilgi University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1696,12199,18.6,15,51,49,24.128,16.3,11.1,38,17.2,53.5,THE only,THE record not matched in QS,FALSE,TRUE
Istanbul Gelisim University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1130,38924,37.8,17,46,54,33.2125,12.8,9.4,71.7,16.2,60.7,THE only,THE record not matched in QS,FALSE,TRUE
Istanbul Medeniyet University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1470,14298,15.2,3,52,48,27.745,19.2,10.9,53.6,18.5,28,THE only,THE record not matched in QS,FALSE,TRUE
Istanbul Medipol University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,843,20473,34.4,43,65,35,38.1375,33,29.4,42.6,54.6,65.5,THE only,THE record not matched in QS,FALSE,TRUE
Istanbul Okan University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1549,8326,12.9,25,46,54,26.3295,26.5,11,34.1,17.8,58.4,THE only,THE record not matched in QS,FALSE,TRUE
Istanbul Technical University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,512,18037,18.8,15,42,58,45.952,39.7,41.7,50.4,93,44.1,THE only,THE record not matched in QS,FALSE,TRUE
Istanbul Technical University,Türkiye,2026,298,326,39.6,Asia,L,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Istanbul University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1206,55489,22,8,56,44,32.035,32.2,25.6,33.2,56.8,38.4,THE only,THE record not matched in QS,FALSE,TRUE
Istanbul University,Türkiye,2026,628,625.5,33.3,Asia,XL,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Istanbul University-Cerrahpaşa,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1244,23338,18,6,52,48,31.423,30.3,21.2,39.1,63.6,27.5,THE only,THE record not matched in QS,FALSE,TRUE
İstinye University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1091,9114,24.1,19,62,38,33.9125,12.9,18.4,61.1,17.4,76.6,THE only,THE record not matched in QS,FALSE,TRUE
ITMO University,Russia,2026,715.5,595,12.7,Europe,L,FO,VH,Public,1018,14352,17.8,17,32,68,35.1055,30.4,29.9,33,80.6,57.9,QS + THE,Matched,TRUE,TRUE
IU Indianapolis,United States,2026,1100.5,1100.5,8.9,Americas,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Romania,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1227,8247,8.7,37,68,32,31.7015,26.2,12.4,51.3,31.1,49.9,THE only,THE record not matched in QS,FALSE,TRUE
Ivan Franko National University of Lviv,Ukraine,2026,1300.5,1300.5,9.6,Europe,L,CO,HI,Public,2092,21946,13.2,1,66,34,15.696,20.5,11.1,11.5,18.8,29.7,QS + THE,Matched,TRUE,TRUE
Ivane Javakhishvili Tbilisi State University,Georgia,2026,975.5,795.5,11.9,Asia,L,FC,MD,Public,2048,24977,32.5,5,59,41,16.7215,15,12.2,15.9,18.9,43.1,QS + THE,Matched,TRUE,TRUE
Ivanovo State University of Chemistry and Technology,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2183,3876,19.4,8,36,64,12.7385,16.9,9.6,7,24.1,25.4,THE only,THE record not matched in QS,FALSE,TRUE
Izmir Institute of Technology,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1157,4000,14.2,4,47,53,32.75,31.1,29.8,32.2,60.4,38.1,THE only,THE record not matched in QS,FALSE,TRUE
İzmir Kâtip Çelebi University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1974,19291,16.5,4,52,48,18.427,16.5,10.4,25.1,18.9,30.1,THE only,THE record not matched in QS,FALSE,TRUE
Izmir University of Economics,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1717,7269,24.2,3,54,46,23.8275,16.9,15.6,34.6,39.2,31.6,THE only,THE record not matched in QS,FALSE,TRUE
Izmir Yüksek Teknoloji Enstitüsü (IYTE),Türkiye,2026,1300.5,1300.5,11,Asia,S,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Jadara University,Jordan,2026,1401,-1,9.9,Asia,M,CO,MD,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Jadavpur University,India,2026,676,725.5,23.2,Asia,M,FO,VH,Public,1172,12547,19,0,32,68,32.5865,36.6,15.9,45,53.9,20.3,QS + THE,Matched,TRUE,TRUE
Jagiellonian University,Poland,2026,303,312,49.9,Europe,XL,FO,VH,Public,606,32022,8.8,13,67,33,43.5905,43.8,33.6,51.1,54.2,45.7,QS + THE,Matched,TRUE,TRUE
Jahangirnagar University,Bangladesh,2026,1300.5,1300.5,12.2,Asia,L,CO,HI,Not Available,941,11895,16.9,0,50,50,36.5275,19.7,10,77.6,20.4,49.6,QS + THE,Matched,TRUE,TRUE
James Cook University,Australia,2026,440,445,21,Oceania,M,FC,VH,Public,357,9165,15.3,14,66,34,51.2615,28.8,31.9,82.3,67.8,81.5,QS + THE,Matched,TRUE,TRUE
"Jamia Hamdard, New Delhi",India,2026,1401,1300.5,6.3,Asia,M,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Jamia Hamdard University,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,962,9927,15.6,2,45,55,36.1515,22.5,14.5,68.4,39.1,43,THE only,THE record not matched in QS,FALSE,TRUE
Jamia Millia Islamia,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,487,10370,12.1,5,52,48,46.7825,43,18.2,79.6,43.8,42.5,THE only,THE record not matched in QS,FALSE,TRUE
"Jamia Millia Islamia, New Delhi",India,2026,765.5,875.5,13,Asia,M,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Jan Evangelista Purkyně University,Czechia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2016,8393,18,5,64,36,17.475,17.1,13.2,15.4,21,41.9,THE only,THE record not matched in QS,FALSE,TRUE
Jan Kochanowski University in Kielce,Poland,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2035,9998,11.6,4,60,40,17.0065,20.1,11.3,16.4,19.5,28,THE only,THE record not matched in QS,FALSE,TRUE
Jashore University of Science and Technology,Bangladesh,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1051,4510,14.7,0,33,67,34.605,15.2,11.5,74.8,19.4,47.6,THE only,THE record not matched in QS,FALSE,TRUE
Jaume I University,Spain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1071,12039,14.3,11,58,42,34.243,25.7,21.9,50.4,46.7,44.3,THE only,THE record not matched in QS,FALSE,TRUE
Jawaharlal Nehru Technological University Anantapur (JNTUA),India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1004,5743,17.9,0,39,61,35.407,31.5,19.9,59.6,22.4,20.9,THE only,THE record not matched in QS,FALSE,TRUE
Jawaharlal Nehru University,India,2026,558,580,39.8,Asia,M,CO,VH,Public,821,7759,11.2,1,42,58,38.5835,46,24.4,48.5,39.5,24.1,QS + THE,Matched,TRUE,TRUE
"Jaypee Institute of Information Technology, Noida",India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1639,5208,17.8,0,32,68,25.0795,20,17.6,38.6,26.2,19.3,THE only,THE record not matched in QS,FALSE,TRUE
Jaypee University of Information Technology,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1093,1938,19,1,32,68,33.8535,23.9,16.8,62.9,33.4,23,THE only,THE record not matched in QS,FALSE,TRUE
Jazan University,Saudi Arabia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,787,21894,11.6,3,68,32,39.42,22.5,12.4,75.4,21.1,76.3,THE only,THE record not matched in QS,FALSE,TRUE
Jean Moulin University – Lyon 3,France,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1948,27662,38.2,21,66,34,18.852,15,13.7,16,29.6,59.6,THE only,THE record not matched in QS,FALSE,TRUE
