Rank_QS,Previous Rank,Name_QS,Country/Territory,Region,Size,Focus,Research,Status,Academic Reputation SCORE,Academic Reputation  RANK,Employer Reputation SCORE,Employer Reputation RANK,Faculty Student Ratio SCORE,Faculty Student Ratio RANK,Citations per Faculty SCORE,Citations per Faculty RANK,International Faculty  SCORE,International Faculty  RANK,International Student SCORE,International student  RANK,International Students Diversity SCORE,International Students Diversity RANK,International Research Network SCORE,International Research Network RANK,Employment Outcomes SCORE,Employment Outcomes RANK,Sustainability SCORE,Sustainability RANK,Overall SCORE,Rank_THE,Name_THE,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
415,477,Bilkent University,Türkiye,Asia,M,CO,VH,Private not for Profit,33.8,361,73.3,134,14.5,801,27.7,610,61.6,379,7.6,801.0,12.1,801.0,40.5,801.0,27.0,609,51.7,667=,36.6,631,Bilkent University,Turkey,8980,19.8,0.06,"2 days, 0:52:00",42.7829999999999,28.4,35.5,51.3,99.5,63.2,2026
416,420,Czech Technical University In Prague,Czechia,Europe,L,SP,VH,Public,26.8,468,51.3,243,89.4,107,6.2,801,28.7,598,56.0,374.0,60.2,341.0,69.4,542.0,23.1,670,53.6,630=,36.5,1262,Czech Technical University in Prague,Czechia,15476,8.2,0.21,31 : 69,31.0454999999999,30.9,17.8,32.6,63.7,59.2,2026
419,359,University of Aveiro,Portugal,Europe,L,CO,VH,Public,18.6,658,15.5,701,13.1,801,94.7,73,5.2,801,24.8,667.0,30.9,605.0,85.5,245.0,3.3,801,64.7,405=,36.4,741,University of Aveiro,Portugal,14095,15.9,0.11,"2 days, 6:46:00",40.2814999999999,31.6,31.5,53.8,55.3,46.3,2026
420,425,National Taipei University of Technology,Taiwan,Asia,M,FO,VH,Public,18.2,672,57.6,202,28.6,667,58.8,294,25.6,639,31.7,573.0,34.9,552.0,25.6,801.0,29.2,565,58.9,521=,36.3,1251,National Taipei University of Technology,Taiwan,10608,12.4,0.05,29 : 71,31.2825,26.4,22.5,36.5,82.8,36.1,2026
423,436,Murdoch University,Australia,Oceania,M,CO,VH,Public,13.0,701,8.7,701,7.4,801,73.9,184,89.6,226,82.5,209.0,61.4,328.0,75.1,442.0,24.9,642,53.4,632=,36.1,406,Murdoch University,Australia,15815,29.1,0.53,,49.657,25.9,27.4,80.2,72.7,94.7,2026
423,462,Tampere University,Finland,Europe,L,FC,VH,Public,29.2,424,24.7,543,24.8,737,47.7,392,61.6,378,13.9,801.0,19.6,771.0,84.0,277.0,42.1,417,49.2,729=,36.1,346,Tampere University,Finland,17284,19.2,0.1,"2 days, 5:47:00",51.9299999999999,31.2,38.7,80.2,85.2,53.8,2026
423,466,Washington State University,United States of America,Americas,L,FC,VH,Public,28.7,434,39.9,345,23.1,771,42.7,444,50.7,438,9.2,801.0,15.0,801.0,77.9,386.0,15.5,801,78.5,192=,36.1,435,Washington State University,United States,25504,16.9,0.06,"2 days, 6:46:00",48.4695,37.3,33.1,67.8,82.8,56.2,2026
427,413,Graz University of Technology,Austria,Europe,M,FO,VH,Public,21.9,568,22.1,601,99.2,43,18.8,735,86.6,248,71.3,267.0,53.1,388.0,52.3,801.0,15.2,801,42.6,801,36,633,Graz University of Technology,Austria,6734,8.7,0.26,27 : 73,42.6604999999999,41.9,22.7,46.5,95.3,79.4,2026
428,418,University of Dundee,United Kingdom,Europe,M,FC,VH,Public,25.5,497,21.3,618,44.8,438,20.6,704,92.0,209,84.4,198.0,85.8,169.0,78.7,374.0,13.9,801,78.6,190=,35.9,325,University of Dundee,United Kingdom,15420,19.4,0.36,"2 days, 17:35:00",52.849,28.5,32.6,82.1,87.0,91.7,2026
430,408,Masaryk University,Czechia,Europe,XL,CO,VH,Public,32.3,383,37.3,377,13.1,801,18.8,738,34.5,541,76.8,245.0,79.0,217.0,79.8,355.0,58.8,278,77.0,214=,35.7,697,Masaryk University,Czechia,33661,18.2,0.25,"2 days, 14:38:00",41.4989999999999,26.8,32.6,57.1,51.1,66.2,2026
433,501,East China Normal University,China (Mainland),Asia,XL,CO,VH,Public,19.9,619,16.4,701,20.2,801,82.1,145,46.7,457,15.7,801.0,11.9,801.0,69.2,544.0,14.5,801,47.7,765=,35.6,286,East China Normal University,China,30163,15.0,0.07,"2 days, 14:38:00",54.921,43.1,36.5,79.5,90.6,55.3,2026
435,452,National Taiwan Normal University,Taiwan,Asia,M,CO,VH,Public,47.8,240,28.2,493,68.3,243,9.6,801,19.7,717,39.6,495.0,42.6,486.0,24.1,801.0,29.0,573,68.2,346=,35.4,570,National Taiwan Normal University,Taiwan,11067,12.4,0.17,,44.5895,36.7,32.3,56.2,86.4,54.4,2026
436,513,Prince Mohammad Bin Fahd University,Saudi Arabia,Asia,S,SP,VH,Private not for Profit,22.5,558,33.6,427,33.1,588,54.7,331,100.0,13,29.6,593.0,22.2,726.0,32.3,801.0,3.3,801,37.4,801,35.2,352,Prince Mohammad Bin Fahd University,Saudi Arabia,2470,10.8,0.17,"1 day, 23:53:00",51.6155,32.0,33.3,78.5,56.4,89.5,2026
436,466,Universitat Ramon Llull,Spain,Europe,L,CO,HI,Private not for Profit,17.5,701,72.5,136,10.3,801,15.5,797,80.4,295,68.0,290.0,71.1,261.0,31.3,801.0,81.2,152,56.7,562=,35.2,900,Universitat Ramon Llull,Spain,16683,22.0,0.24,"2 days, 5:47:00",37.1875,20.8,17.6,63.2,36.5,73.7,2026
439,485,National Sun Yat-sen University,Taiwan,Asia,M,CO,VH,Public,36.8,326,32.1,447,35.6,558,38.0,492,35.5,534,16.5,788.0,22.2,728.0,46.4,801.0,14.7,801,67.0,362,35,776,National Sun Yat-Sen University,Taiwan,8876,12.3,0.09,"1 day, 19:57:00",39.614,31.5,35.1,43.6,89.0,46.7,2026
440,477,Ajman University,United Arab Emirates,Asia,S,FO,VH,Private not for Profit,27.8,454,51.3,241,15.7,801,10.2,801,100.0,8,100.0,4.0,99.7,37.0,65.2,621.0,12.8,801,46.2,801,34.9,411,Ajman University,United Arab Emirates,4626,15.2,0.81,"2 days, 9:43:00",49.5085,25.8,28.7,84.0,22.8,99.5,2026
440,445,James Cook University,Australia,Oceania,M,FC,VH,Public,21.0,591,11.0,701,27.5,689,60.3,286,46.9,454,37.6,518.0,43.2,480.0,83.8,279.0,11.2,801,81.9,151=,34.9,357,James Cook University,Australia,9165,15.3,0.14,"2 days, 18:34:00",51.2615,28.8,31.9,82.3,67.8,81.5,2026
440,464,Macau University of Science and Technology,"Macao SAR, China",Asia,L,CO,VH,Private not for Profit,7.4,701,10.9,701,4.8,801,79.5,161,100.0,18,100.0,1.0,87.9,157.0,23.9,801.0,36.8,472,52.0,663=,34.9,260,Macau University of Science and Technology,Macao,18264,44.6,0.94,"2 days, 9:43:00",56.045,34.2,38.8,81.1,84.6,93.2,2026
440,497,"University of California, Riverside",United States of America,Americas,L,FC,VH,Public,21.4,577,21.1,623,10.0,801,64.2,254,80.9,290,30.4,587.0,36.3,530.0,75.4,433.0,7.0,801,55.6,589=,34.9,329,"University of California, Riverside",United States,25233,19.6,0.16,"2 days, 3:49:00",52.7615,37.4,32.6,79.5,69.8,75.1,2026
446,439,Vilnius University,Lithuania,Europe,L,FC,HI,Public,26.9,467,28.0,496,73.1,210,6.2,801,28.4,601,28.5,609.0,34.5,557.0,80.2,351.0,91.3,93,70.3,313=,34.8,868,Vilnius University,Lithuania,19929,11.7,0.12,"2 days, 17:35:00",37.738,26.8,26.5,53.6,58.3,49.8,2026
447,387,Belarusian State University,Belarus,Europe,L,CO,HI,Public,32.5,377,51.5,239,91.8,98,1.7,801,4.9,801,71.1,268.0,67.5,286.0,34.4,801.0,61.3,258,,,34.6,1880,Belarusian State University,Belarus,23445,8.3,0.22,"2 days, 10:42:00",20.5105,24.7,11.1,10.9,45.0,65.8,2026
449,470,Iowa State University,United States of America,Americas,L,CO,VH,Public,26.4,479,21.6,611,10.8,801,61.0,281,6.7,801,17.8,764.0,24.0,703.0,78.9,370.0,50.6,339,65.0,398=,34.4,424,Iowa State University,United States,27116,17.2,0.08,"1 day, 22:54:00",48.9599999999999,41.6,36.2,64.7,87.0,44.0,2026
450,401,Kazan Federal University,Russian Federation,Europe,L,FC,VH,Public,27.2,460,19.5,669,98.1,54,3.8,801,14.0,801,97.7,94.0,97.8,83.0,86.7,225.0,19.6,732,55.3,596=,34.3,989,Kazan Federal University,Russian Federation,22575,11.1,0.33,"2 days, 18:34:00",35.684,46.6,22.1,27.7,52.2,68.4,2026
452,508,Shenzhen University,China (Mainland),Asia,XL,CO,VH,Public,11.9,701,8.7,701,40.1,501,90.9,100,15.9,780,2.7,801.0,7.5,801.0,69.0,547.0,26.0,623,48.2,751=,34.2,382,Shenzhen University,China,35012,13.8,0.01,"2 days, 1:51:00",50.3255,26.5,35.9,86.4,82.8,38.2,2026
452,460,Stony Brook University,United States of America,Americas,L,FC,VH,Public,24.2,527,17.8,701,43.6,459,32.4,556,47.4,451,53.4,384.0,57.9,352.0,73.7,474.0,31.9,527,82.5,141=,34.2,313,Stony Brook University,United States,24947,9.8,0.17,"2 days, 6:46:00",53.5595,43.4,30.8,78.9,68.3,72.3,2026
452,389,University of Cyprus,Cyprus,Asia,M,CO,VH,Public,14.6,701,10.8,701,10.3,801,62.3,270,94.3,187,42.2,471.0,46.1,452.0,69.8,534.0,54.6,306,52.9,650,34.2,493,University of Cyprus,Cyprus,6983,19.9,0.14,"2 days, 14:38:00",46.554,28.9,30.7,69.2,70.2,74.1,2026
456,403,Amirkabir University of Technology,Iran (Islamic Republic of),Asia,M,SP,VH,Public,8.5,701,26.7,513,7.4,801,100.0,9,41.7,485,5.7,801.0,4.5,801.0,67.2,583.0,5.4,801,35.5,801,34.1,385,Amirkabir University of Technology,Iran,8344,17.8,0.04,34 : 66,50.2755,37.1,33.0,75.3,91.9,46.6,2026
456,472,University of Essex,United Kingdom,Europe,L,CO,VH,Public,23.7,535,9.9,701,17.1,801,35.1,525,99.9,102,99.2,64.0,99.2,53.0,77.0,404.0,24.7,645,54.5,610=,34.1,350,University of Essex,United Kingdom,16005,14.8,0.48,"2 days, 7:45:00",51.683,30.1,30.2,81.0,61.2,97.3,2026
458,393,"University of California, Santa Cruz",United States of America,Americas,L,CO,VH,Public,24.7,517,13.6,701,10.0,801,62.4,268,71.4,331,10.0,801.0,15.7,801.0,62.2,662.0,14.3,801,84.3,122,34,182,"University of California, Santa Cruz",United States,19357,23.6,0.1,"1 day, 23:53:00",59.892,38.3,41.7,93.2,75.7,73.5,2026
461,442,Novosibirsk State University,Russian Federation,Europe,M,FO,VH,Public,28.8,432,31.1,460,93.6,87,13.0,801,9.1,801,70.6,272.0,69.5,274.0,55.7,758.0,13.3,801,43.8,801,33.9,1136,Novosibirsk State University,Russian Federation,7300,6.6,0.23,,33.0895,38.4,29.6,24.0,57.0,49.3,2026
465,383,Anna University,India,Asia,L,SP,VH,Public,15.0,701,19.4,674,9.2,801,99.8,23,,,1.6,801.0,6.0,801.0,47.3,801.0,17.8,763,64.5,409=,33.8,984,Anna University,India,11396,12.1,0.01,"1 day, 17:59:00",35.773,39.2,16.2,51.8,59.9,21.0,2026
465,415,Concordia University,Canada,Americas,XL,CO,VH,Public,21.7,572,18.0,701,5.2,801,32.0,563,64.0,362,94.4,135.0,94.8,112.0,75.6,429.0,58.4,281,81.8,153,33.8,659,Concordia University,Canada,36811,25.5,0.35,"2 days, 1:51:00",42.1419999999999,24.5,25.8,63.7,68.0,74.7,2026
465,489,Shanghai University,China (Mainland),Asia,XL,FO,VH,Public,29.8,410,21.4,615,51.1,369,48.5,385,29.6,589,10.2,801.0,7.8,801.0,62.5,657.0,12.5,801,42.9,801,33.8,508,Shanghai University,China,39590,13.4,0.06,"2 days, 2:50:00",46.028,31.5,37.6,64.3,93.6,37.3,2026
465,452,University of Kansas,United States of America,Americas,L,FC,VH,Public,17.6,697,22.8,582,91.9,97,13.6,801,79.0,301,12.6,801.0,18.6,786.0,87.5,210.0,42.8,409,62.2,454=,33.8,375,University of Kansas,United States,23777,9.0,0.07,"2 days, 6:46:00",50.6319999999999,45.4,29.8,70.7,79.3,56.2,2026
473,524,Pusan National University,Republic of Korea,Asia,L,FC,VH,Public,28.6,439,20.2,650,57.6,315,36.7,509,19.9,714,27.1,626.0,33.2,573.0,57.5,726.0,18.9,744,73.6,265=,33.5,529,Pusan National University,South Korea,15331,15.5,0.14,"2 days, 5:47:00",45.6805,41.6,39.6,49.1,95.3,45.1,2026
479,489,Chung-Ang University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,24.9,512,37.6,372,79.2,172,16.7,769,19.7,719,62.4,323.0,66.1,297.0,31.3,801.0,17.3,777,68.9,331=,33.3,456,Chung-Ang University,South Korea,18394,21.9,0.26,,47.924,38.8,38.9,55.7,93.3,63.4,2026
480,474,Hiroshima University,Japan,Asia,L,FC,VH,Public,34.6,351,17.1,701,79.8,168,17.2,762,19.2,725,22.7,690.0,17.1,801.0,70.3,525.0,12.4,801,73.2,271=,33.2,638,Hiroshima University,Japan,14922,8.7,0.12,38 : 62,42.6219999999999,41.7,31.4,47.8,79.8,49.1,2026
482,448,Dalian University of Technology,China (Mainland),Asia,XL,CO,VH,Public,11.4,701,11.0,701,23.4,766,95.7,65,15.4,800,5.3,801.0,4.2,801.0,59.8,697.0,21.8,697,46.8,798,33,404,Dalian University of Technology,China,42273,16.6,0.05,32 : 68,49.714,34.6,39.3,71.6,99.0,35.6,2026
482,495,Duy Tan University,Viet Nam,Asia,L,CO,VH,Private for Profit,13.7,701,27.7,500,6.3,801,76.0,172,43.4,475,2.1,801.0,6.3,801.0,87.7,206.0,6.4,801,58.7,528=,33,695,Duy Tan University,Vietnam,23574,22.7,0.01,"2 days, 13:39:00",41.532,12.8,17.0,91.9,27.9,55.2,2026
482,465,Kobe University,Japan,Asia,L,FC,VH,Public,36.9,324,39.0,353,45.0,434,19.4,725,11.2,801,10.7,801.0,15.9,801.0,53.3,791.0,27.0,608,73.3,269=,33,728,Kobe University,Japan,15355,9.8,0.07,35 : 65,40.556,41.5,28.9,45.0,89.0,38.3,2026
485,508,Aristotle University of Thessaloniki,Greece,Europe,XL,FC,VH,Public,38.2,311,35.9,402,6.4,801,28.4,602,2.1,801,8.1,801.0,13.8,801.0,90.9,160.0,48.3,359,66.4,371=,32.9,936,Aristotle University of Thessaloniki,Greece,47845,18.9,0.05,"2 days, 10:42:00",36.6215,22.7,19.4,63.4,62.6,37.0,2026
485,506,University of Trento,Italy,Europe,L,CO,VH,Public,34.8,346,18.6,693,32.9,589,40.0,470,32.3,560,11.3,801.0,17.2,801.0,85.6,244.0,7.1,801,51.8,665=,32.9,360,University of Trento,Italy,14183,16.6,0.09,"2 days, 5:47:00",51.0595,34.6,35.2,77.4,70.3,61.5,2026
487,516,Edith Cowan University,Australia,Oceania,L,CO,VH,Public,13.7,701,13.1,701,6.0,801,60.4,285,96.4,160,82.4,210.0,84.0,176.0,63.8,637.0,7.4,801,51.0,680=,32.8,381,Edith Cowan University,Australia,18928,27.9,0.35,"2 days, 14:38:00",50.3384999999999,22.5,25.8,89.2,69.6,89.0,2026
487,527,Warsaw University of Technology,Poland,Europe,L,FO,VH,Public,28.4,442,72.4,137,55.7,337,9.5,801,3.4,801,17.6,771.0,23.7,710.0,63.8,638.0,15.9,801,38.4,801,32.8,1427,Warsaw University of Technology,Poland,21694,10.3,0.08,31 : 69,28.3379999999999,28.3,17.7,32.9,61.1,33.9,2026
491,431,Central South University,China (Mainland),Asia,XL,FO,VH,Public,12.1,701,10.2,701,7.3,801,100.0,8,9.0,801,7.0,801.0,5.4,801.0,73.8,472.0,23.2,667,42.7,801,32.6,297,Central South University,China,57917,20.4,0.04,,54.3214999999999,39.1,42.6,80.3,99.7,31.4,2026
494,403,University of Canberra,Australia,Oceania,M,CO,VH,Public,18.2,670,11.9,701,3.4,801,50.8,370,82.8,274,83.1,205.0,84.6,173.0,66.7,593.0,10.9,801,73.2,271=,32.5,442,University of Canberra,Australia,10723,27.2,0.44,"2 days, 9:43:00",48.3339999999999,25.7,31.0,76.0,57.0,89.1,2026
496,436,Iran University of Science and Technology,Iran (Islamic Republic of),Asia,M,FO,VH,Public,11.8,701,24.3,553,4.3,801,99.9,19,7.0,801,8.6,801.0,11.3,801.0,64.4,629.0,9.4,801,27.3,801,32.4,416,Iran University of Science and Technology,Iran,12556,29.0,0.07,36 : 64,49.2149999999999,32.0,33.9,79.5,88.6,34.0,2026
499,547,Northwestern Polytechnical University,China (Mainland),Asia,XL,CO,VH,Public,9.5,701,9.9,701,52.3,356,82.6,139,25.5,640,10.1,801.0,7.8,801.0,57.6,724.0,11.5,801,39.0,801,32.2,274,Northwestern Polytechnical University,China,35982,13.6,0.05,29 : 71,55.5289999999999,41.0,42.4,78.6,99.7,47.6,2026
499,431,Tomsk State University,Russian Federation,Europe,M,CO,VH,Public,25.3,502,20.0,656,99.3,39,7.0,801,28.0,609,94.7,131.0,93.2,125.0,66.4,599.0,7.1,801,30.6,801,32.2,668,Tomsk State University,Russian Federation,7985,11.7,0.37,,41.9429999999999,50.5,38.3,27.0,55.9,74.7,2026
503,587,Shoolini University of Biotechnology and Management Sciences,India,Asia,S,CO,VH,Private not for Profit,16.2,701,22.5,589,12.1,801,82.6,138,29.0,595,2.2,801.0,6.4,801.0,54.1,781.0,1.8,801,57.3,555=,32.1,454,Shoolini University of Biotechnology and Management Sciences,India,3676,16.4,0.01,"2 days, 2:50:00",47.9845,27.8,24.1,88.7,25.8,68.7,2026
504,489,Chongqing University,China (Mainland),Asia,XL,SP,VH,Public,11.9,701,9.8,701,18.2,801,93.8,82,28.1,605,3.9,801.0,3.2,801.0,58.1,717.0,19.1,743,40.0,801,32,389,Chongqing University,China,45609,17.7,0.03,,50.1979999999999,30.2,36.0,78.1,98.1,46.6,2026
504,511,Ewha Womans University,Republic of Korea,Asia,L,FC,HI,Private not for Profit,33.5,363,26.6,515,75.1,195,13.6,801,9.6,801,37.5,519.0,43.1,481.0,32.9,801.0,28.4,586,67.1,361,32,583,Ewha Womans University,South Korea,14226,16.6,0.16,"4 days, 4:00:00",44.246,36.9,37.3,50.3,90.9,50.9,2026
504,448,Hunan University,China (Mainland),Asia,XL,FO,VH,Public,10.9,701,11.8,701,20.8,801,94.7,74,5.9,801,2.8,801.0,2.3,801.0,57.7,721.0,32.5,520,40.6,801,32,296,Hunan University,China,36496,15.3,0.03,"1 day, 20:56:00",54.3384999999999,36.6,34.6,90.9,96.5,31.7,2026
504,456,University of Guelph,Canada,Americas,L,CO,VH,Public,19.9,621,19.2,680,7.9,801,55.2,327,49.6,443,24.0,672.0,30.1,613.0,74.8,446.0,18.2,755,80.7,161,32,446,University of Guelph,Canada,23314,28.3,0.11,"2 days, 11:41:00",48.1089999999999,34.8,36.7,64.1,80.0,63.6,2026
511,516,Ateneo de Manila University,Philippines,Asia,L,FC,MD,Private not for Profit,32.2,385,70.0,148,33.1,586,3.0,801,3.6,801,4.3,801.0,8.5,801.0,24.3,801.0,80.4,157,60.5,497=,31.6,1070,Ateneo de Manila University,Philippines,14540,10.1,0.01,"2 days, 8:44:00",34.245,27.0,11.2,64.7,23.8,35.6,2026
511,508,SOAS University of London,United Kingdom,Europe,M,FO,VH,Public,24.7,516,19.0,686,18.4,801,23.7,663,100.0,67,99.2,63.0,99.2,52.0,17.8,801.0,35.2,489,65.0,398=,31.6,477,SOAS University of London,United Kingdom,5395,15.0,0.41,"2 days, 15:37:00",46.998,38.7,34.7,59.9,38.9,79.9,2026
511,531,University of Bradford,United Kingdom,Europe,M,CO,VH,Public,14.0,701,11.2,701,9.3,801,40.3,465,75.0,316,99.2,66.0,99.2,56.0,70.5,519.0,41.5,421,70.4,311=,31.6,569,University of Bradford,United Kingdom,11775,22.0,0.47,"2 days, 8:44:00",44.6864999999999,21.4,21.4,76.1,58.5,93.3,2026
515,567,Lebanese University,Lebanon,Asia,XL,FC,HI,Public,32.9,372,55.3,219,16.0,801,3.4,801,52.2,427,47.2,428.0,44.1,474.0,59.9,695.0,38.9,445,45.2,801,31.5,1480,Lebanese University,Lebanon,44105,13.6,0.18,"2 days, 7:45:00",27.5229999999999,34.8,14.0,21.5,22.8,77.8,2026
517,452,University of Stirling,United Kingdom,Europe,M,CO,VH,Public,16.8,701,13.1,701,14.6,801,38.3,489,79.5,299,81.3,218.0,83.0,183.0,62.7,655.0,22.4,685,81.2,158=,31.4,516,University of Stirling,United Kingdom,11725,18.9,0.34,"2 days, 11:41:00",45.8614999999999,24.4,26.3,74.6,45.6,91.1,2026
519,451,University of Electronic Science and Technology of China,China (Mainland),Asia,XL,FO,VH,Public,5.8,701,16.3,701,11.3,801,99.9,17,4.2,801,4.4,801.0,3.5,801.0,83.2,289.0,11.5,801,37.6,801,31.3,333,University of Electronic Science and Technology of China,China,39817,16.7,0.02,28 : 72,52.511,37.6,37.5,80.2,99.1,33.6,2026
519,516,Ural Federal University,Russian Federation,Europe,XL,CO,VH,Public,25.8,488,24.7,544,98.2,53,3.5,801,8.7,801,49.3,412.0,54.1,379.0,91.0,158.0,5.6,801,54.4,613=,31.3,956,Ural Federal University,Russian Federation,29855,15.7,0.15,"2 days, 4:48:00",36.239,25.7,29.2,44.4,58.3,60.5,2026
524,501,University of Huddersfield,United Kingdom,Europe,L,CO,VH,Public,17.9,683,19.0,684,9.1,801,36.3,515,79.7,298,91.6,154.0,92.2,131.0,74.6,450.0,2.2,801,69.1,329=,31.2,540,University of Huddersfield,United Kingdom,14200,19.9,0.31,"2 days, 10:42:00",45.4024999999999,25.6,23.9,73.9,51.3,89.3,2026
526,631-640,Boston College,United States of America,Americas,L,CO,VH,Private not for Profit,29.9,407,30.2,471,28.0,681,26.8,618,9.8,801,28.5,608.0,34.5,556.0,47.7,801.0,64.8,240,56.0,579=,30.9,282,Boston College,United States,12989,14.6,0.13,"2 days, 7:45:00",55.165,45.8,33.1,84.0,60.0,59.4,2026
526,567,Chiang Mai University,Thailand,Asia,XL,FC,HI,Public,48.8,236,30.4,467,22.0,790,8.8,801,5.5,801,8.7,801.0,13.3,801.0,65.8,613.0,28.7,584,67.6,355=,30.9,1046,Chiang Mai University,Thailand,35691,13.9,0.04,"2 days, 13:39:00",34.6645,29.0,18.8,51.7,55.0,39.3,2026
526,516,University of Hull,United Kingdom,Europe,L,FC,HI,Public,13.2,701,14.3,701,15.9,801,36.9,505,68.3,342,95.6,121.0,95.9,103.0,70.3,526.0,29.5,556,75.4,228=,30.9,525,University of Hull,United Kingdom,13250,18.4,0.35,"2 days, 7:45:00",45.7105,27.3,23.8,72.9,57.5,87.8,2026
526,539,University of Salamanca,Spain,Europe,L,FC,VH,Public,36.9,323,23.5,568,36.8,545,11.8,801,10.2,801,25.9,647.0,31.9,590.0,86.3,231.0,33.4,506,70.8,303=,30.9,916,University of Salamanca,Spain,25749,14.6,0.16,"2 days, 13:39:00",36.9534999999999,32.0,24.8,47.9,46.6,54.5,2026
530,,The Education University of Hong Kong,"Hong Kong SAR, China",Asia,M,FO,VH,,9.4,701,7.8,701,71.7,215,39.7,474,99.8,104,68.6,285.0,61.7,325.0,43.4,801.0,9.4,801,35.3,801,30.8,197,The Education University of Hong Kong,Hong Kong,5692,13.0,0.27,"2 days, 15:37:00",59.0104999999999,35.8,38.9,91.6,74.4,89.5,2026
530,547,University of Genoa,Italy,Europe,L,FC,VH,Public,28.0,451,10.6,701,19.8,801,52.6,358,9.2,801,17.5,773.0,23.6,711.0,83.1,291.0,16.6,795,62.3,452=,30.8,410,University of Genoa,Italy,20218,16.4,0.09,"2 days, 10:42:00",49.5295,39.4,30.9,74.6,76.2,46.9,2026
530,596,University of Iowa,United States of America,Americas,L,FC,VH,Public,25.5,498,16.2,701,50.1,383,27.4,614,40.4,496,8.5,801.0,14.2,801.0,68.7,555.0,47.1,373,61.0,480=,30.8,309,University of Iowa,United States,28383,11.0,0.05,"2 days, 7:45:00",53.7415,46.8,34.3,74.9,89.9,52.3,2026
534,565,University of Connecticut,United States of America,Americas,L,FC,VH,Public,20.8,597,14.6,701,28.1,679,33.5,543,54.6,415,34.9,543.0,40.6,500.0,85.1,253.0,40.1,437,63.4,433=,30.7,395,University of Connecticut,United States,29850,11.6,0.14,"2 days, 5:47:00",50.0274999999999,40.6,28.6,73.4,69.1,66.3,2026
535,601-610,King Khalid University,Saudi Arabia,Asia,L,FC,VH,Public,25.8,489,17.6,701,64.6,274,7.0,801,100.0,30,35.9,535.0,26.9,658.0,84.4,266.0,2.7,801,45.7,801,30.6,302,King Khalid University,Saudi Arabia,29832,7.1,0.15,"2 days, 7:45:00",54.269,41.2,31.6,80.0,58.4,88.2,2026
535,701-710,Lebanese American University,Lebanon,Asia,M,FC,HI,Private not for Profit,20.2,610,44.6,301,31.3,612,10.7,801,80.6,293,26.6,638.0,31.7,593.0,78.3,380.0,29.2,564,58.3,539=,30.6,268,Lebanese American University,Lebanon,7606,12.0,0.13,"2 days, 4:48:00",55.731,36.8,32.5,93.7,32.0,80.8,2026
535,596,University of Ljubljana,Slovenia,Europe,XL,FC,VH,Public,29.7,414,18.9,689,45.6,431,11.0,801,7.1,801,18.1,760.0,13.7,801.0,85.7,241.0,98.1,41,54.2,619=,30.6,858,University of Ljubljana,Slovenia,37509,12.8,0.09,"2 days, 12:40:00",37.862,27.8,23.8,56.0,69.1,42.6,2026
540,580,Jinan University (China),China (Mainland),Asia,XL,FC,VH,Public,8.6,701,8.7,701,12.3,801,75.3,177,41.6,486,89.1,174.0,66.3,295.0,47.2,801.0,10.5,801,40.5,801,30.5,531,Jinan University (China),China,38488,15.0,0.28,"2 days, 8:44:00",45.646,26.7,25.9,77.8,65.9,57.1,2026
540,531,University of Utah,United States of America,Americas,XL,FC,VH,Public,21.8,570,13.1,701,53.8,349,38.3,488,21.2,695,18.2,759.0,24.3,699.0,74.5,455.0,28.3,588,59.6,509=,30.5,239,University of Utah,United States,33106,15.5,0.09,"2 days, 2:50:00",56.9044999999999,43.4,39.2,86.5,91.4,41.7,2026
542,592,Ain Shams University,Egypt,Africa,XL,FC,VH,Public,35.6,340,38.8,357,17.1,801,3.5,801,29.5,590,13.7,801.0,19.7,769.0,80.8,336.0,69.6,216,56.7,562=,30.3,904,Ain Shams University,Egypt,171505,14.3,0.07,"2 days, 4:48:00",37.1545,28.6,27.5,50.4,41.0,53.1,2026
542,570,University of the Punjab,Pakistan,Asia,XL,CO,VH,Public,22.5,559,57.6,203,5.7,801,24.4,649,4.0,801,1.7,801.0,6.1,801.0,71.8,504.0,89.4,109,44.3,801,30.3,903,University of the Punjab,Pakistan,28679,21.6,0.01,"2 days, 14:38:00",37.1609999999999,28.4,15.2,64.4,31.5,50.6,2026
546,547,University of Windsor,Canada,Americas,L,CO,VH,Public,5.1,701,7.1,701,2.7,801,58.2,299,89.4,228,94.6,132.0,95.0,110.0,49.5,801.0,34.4,497,68.7,339=,30.2,536,University of Windsor,Canada,14932,35.1,0.36,,45.5445,30.4,31.4,60.5,68.2,87.9,2026
549,573,Florida State University,United States of America,Americas,XL,FC,VH,Public,32.7,375,24.0,562,11.4,801,34.1,536,16.4,772,9.0,801.0,14.7,801.0,74.5,454.0,34.8,493,62.5,449,30.1,341,Florida State University,United States,40660,24.6,0.07,"2 days, 10:42:00",52.0819999999999,39.0,39.5,73.8,67.3,57.2,2026
551,596,Thammasat University,Thailand,Asia,XL,FC,HI,Public,36.7,329,38.3,365,27.2,694,3.9,801,15.9,779,2.2,801.0,6.9,801.0,45.7,801.0,90.6,100,60.7,494=,29.9,1477,Thammasat University,Thailand,39733,14.8,0.01,"2 days, 16:36:00",27.5875,23.5,21.0,33.8,37.5,39.0,2026
