university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,score_original,rank_normalized,score_normalized
Keio University,Japan,2026,QS,215.0,54.5,keio university,japan,215,54.5,84.71428571428572,39.25233644859812
Technische Universität Dresden,Germany,2026,QS,218.0,54.3,technische universität dresden,germany,218,54.3,84.5,38.98531375166888
Indian Institute of Science (IISc) Bangalore,India,2026,QS,219.0,54.2,indian institute of science (iisc) bangalore,india,219,54.2,84.42857142857143,38.851802403204275
University of Ottawa,Canada,2026,QS,219.0,54.2,university of ottawa,canada,219,54.2,84.42857142857143,38.851802403204275
Chulalongkorn University,Thailand,2026,QS,221.0,53.9,chulalongkorn university,thailand,221,53.9,84.28571428571429,38.451268357810406
Indian Institute of Technology Kanpur (IITK),India,2026,QS,222.0,53.7,indian institute of technology kanpur (iitk),india,222,53.7,84.21428571428572,38.184245660881174
Tel Aviv University,Israel,2026,QS,223.0,53.6,tel aviv university,israel,223,53.6,84.14285714285714,38.05073431241655
Universitas Gadjah Mada,Indonesia,2026,QS,224.0,53.5,universitas gadjah mada,indonesia,224,53.5,84.07142857142857,37.91722296395193
Loughborough University,United Kingdom,2026,QS,225.0,53.3,loughborough university,united kingdom,225,53.3,84.0,37.65020026702269
Queensland University of Technology,Australia,2026,QS,226.0,53.2,queensland university of technology,australia,226,53.2,83.92857142857143,37.516688918558074
The University of Newcastle,Australia,2026,QS,227.0,53.1,the university of newcastle,australia,227,53.1,83.85714285714285,37.38317757009346
Université Libre de Bruxelles (ULB),Belgium,2026,QS,227.0,53.1,université libre de bruxelles (ulb),belgium,227,53.1,83.85714285714285,37.38317757009346
United Arab Emirates University,United Arab Emirates,2026,QS,229.0,53.0,united arab emirates university,united arab emirates,229,53,83.71428571428572,37.249666221628836
Massey University,New Zealand,2026,QS,230.0,52.9,massey university,new zealand,230,52.9,83.64285714285714,37.11615487316421
University of Lisbon,Portugal,2026,QS,230.0,52.9,university of lisbon,portugal,230,52.9,83.64285714285714,37.11615487316421
Universität Erlangen-Nürnberg,Germany,2026,QS,232.0,52.2,universität erlangen-nürnberg,germany,232,52.2,83.5,36.18157543391188
La Trobe University,Australia,2026,QS,233.0,52.1,la trobe university,australia,233,52.1,83.42857142857143,36.048064085447265
Universidade Estadual de Campinas (Unicamp),Brazil,2026,QS,233.0,52.1,universidade estadual de campinas (unicamp),brazil,233,52.1,83.42857142857143,36.048064085447265
University of Padova,Italy,2026,QS,233.0,52.1,university of padova,italy,233,52.1,83.42857142857143,36.048064085447265
University of Rochester,United States of America,2026,QS,236.0,51.9,university of rochester,united states of america,236,51.9,83.21428571428572,35.78104138851802
American University of Beirut (AUB),Lebanon,2026,QS,237.0,51.6,american university of beirut (aub),lebanon,237,51.6,83.14285714285714,35.380507343124165
University of Porto,Portugal,2026,QS,237.0,51.6,university of porto,portugal,237,51.6,83.14285714285714,35.380507343124165
Maastricht University,Netherlands,2026,QS,239.0,51.4,maastricht university,netherlands,239,51.4,83.0,35.11348464619492
Hebrew University of Jerusalem,Israel,2026,QS,240.0,51.3,hebrew university of jerusalem,israel,240,51.3,82.92857142857143,34.9799732977303
Victoria University of Wellington,New Zealand,2026,QS,240.0,51.3,victoria university of wellington,new zealand,240,51.3,82.92857142857143,34.9799732977303
Politecnico di Torino,Italy,2026,QS,242.0,51.2,politecnico di torino,italy,242,51.2,82.78571428571428,34.84646194926569
Georg-August-Universität Göttingen,Germany,2026,QS,243.0,51.1,georg-august-universität göttingen,germany,243,51.1,82.71428571428572,34.712950600801065
Hamad Bin Khalifa University,Qatar,2026,QS,244.0,50.9,hamad bin khalifa university,qatar,244,50.9,82.64285714285714,34.44592790387182
Hong Kong Baptist University,"Hong Kong SAR, China",2026,QS,244.0,50.9,hong kong baptist university,"hong kong sar, china",244,50.9,82.64285714285714,34.44592790387182
University College Cork,Ireland,2026,QS,246.0,50.7,university college cork,ireland,246,50.7,82.5,34.17890520694259
Beijing Normal University,China (Mainland),2026,QS,247.0,50.6,beijing normal university,china (mainland),247,50.6,82.42857142857143,34.045393858477965
Dartmouth College,United States of America,2026,QS,247.0,50.6,dartmouth college,united states of america,247,50.6,82.42857142857143,34.045393858477965
"University of Massachusetts, Amherst",United States of America,2026,QS,247.0,50.6,"university of massachusetts, amherst",united states of america,247,50.6,82.42857142857143,34.045393858477965
Vanderbilt University,United States of America,2026,QS,250.0,50.4,vanderbilt university,united states of america,250,50.4,82.21428571428572,33.778371161548726
Universiti Teknologi Petronas (UTP),Malaysia,2026,QS,251.0,50.2,universiti teknologi petronas (utp),malaysia,251,50.2,82.14285714285714,33.51134846461949
University of Strathclyde,United Kingdom,2026,QS,251.0,50.2,university of strathclyde,united kingdom,251,50.2,82.14285714285714,33.51134846461949
Taylor's University (Malaysia),Malaysia,2026,QS,253.0,50.0,taylor's university (malaysia),malaysia,253,50,82.0,33.24432576769025
Technische Universität Darmstadt,Germany,2026,QS,253.0,50.0,technische universität darmstadt,germany,253,50,82.0,33.24432576769025
Bandung Institute of Technology (ITB),Indonesia,2026,QS,255.0,49.9,bandung institute of technology (itb),indonesia,255,49.9,81.85714285714286,33.110814419225626
Harbin Institute of Technology,China (Mainland),2026,QS,256.0,49.8,harbin institute of technology,china (mainland),256,49.8,81.78571428571428,32.977303070761
Tianjin University,China (Mainland),2026,QS,257.0,49.7,tianjin university,china (mainland),257,49.7,81.71428571428572,32.843791722296395
Université Paris 1 Panthéon-Sorbonne,France,2026,QS,257.0,49.7,université paris 1 panthéon-sorbonne,france,257,49.7,81.71428571428572,32.843791722296395
Beijing Institute of Technology,China (Mainland),2026,QS,259.0,49.5,beijing institute of technology,china (mainland),259,49.5,81.57142857142857,32.576769025367156
Universidad Nacional de Colombia,Colombia,2026,QS,259.0,49.5,universidad nacional de colombia,colombia,259,49.5,81.57142857142857,32.576769025367156
University of Canterbury,New Zealand,2026,QS,261.0,49.4,university of canterbury,new zealand,261,49.4,81.42857142857143,32.44325767690253
University of Aberdeen,United Kingdom,2026,QS,262.0,49.3,university of aberdeen,united kingdom,262,49.3,81.35714285714286,32.30974632843791
University of Navarra,Spain,2026,QS,262.0,49.3,university of navarra,spain,262,49.3,81.35714285714286,32.30974632843791
University of Surrey,United Kingdom,2026,QS,262.0,49.3,university of surrey,united kingdom,262,49.3,81.35714285714286,32.30974632843791
Charles University,Czechia,2026,QS,265.0,49.0,charles university,czechia,265,49,81.14285714285714,31.909212283044052
Universitat Pompeu Fabra,Spain,2026,QS,265.0,49.0,universitat pompeu fabra,spain,265,49,81.14285714285714,31.909212283044052
Norwegian University of Science And Technology,Norway,2026,QS,267.0,48.9,norwegian university of science and technology,norway,267,48.9,81.0,31.775700934579433
Griffith University,Australia,2026,QS,268.0,48.7,griffith university,australia,268,48.7,80.92857142857143,31.5086782376502
Middle East Technical University,Türkiye,2026,QS,269.0,48.5,middle east technical university,türkiye,269,48.5,80.85714285714286,31.24165554072096
UCSI University,Malaysia,2026,QS,269.0,48.5,ucsi university,malaysia,269,48.5,80.85714285714286,31.24165554072096
University of Warsaw,Poland,2026,QS,271.0,48.3,university of warsaw,poland,271,48.3,80.71428571428572,30.974632843791717
American University of Sharjah (AUS),United Arab Emirates,2026,QS,272.0,48.2,american university of sharjah (aus),united arab emirates,272,48.2,80.64285714285714,30.8411214953271
North Carolina State University,United States of America,2026,QS,272.0,48.2,north carolina state university,united states of america,272,48.2,80.64285714285714,30.8411214953271
Universität zu Köln,Germany,2026,QS,272.0,48.2,universität zu köln,germany,272,48.2,80.64285714285714,30.8411214953271
University of Virginia,United States of America,2026,QS,275.0,48.1,university of virginia,united states of america,275,48.1,80.42857142857143,30.70761014686248
Sun Yat-sen University,China (Mainland),2026,QS,276.0,48.0,sun yat-sen university,china (mainland),276,48,80.35714285714286,30.57409879839786
University of Milan,Italy,2026,QS,276.0,48.0,university of milan,italy,276,48,80.35714285714286,30.57409879839786
University of Sussex,United Kingdom,2026,QS,278.0,47.9,university of sussex,united kingdom,278,47.9,80.21428571428572,30.440587449933236
Radboud University Nijmegen,Netherlands,2026,QS,279.0,47.6,radboud university nijmegen,netherlands,279,47.6,80.14285714285714,30.040053404539385
University of Antwerp,Belgium,2026,QS,280.0,47.4,university of antwerp,belgium,280,47.4,80.07142857142857,29.773030707610143
University of Pittsburgh,United States of America,2026,QS,281.0,47.3,university of pittsburgh,united states of america,281,47.3,80.0,29.63951935914552
University of Waikato,New Zealand,2026,QS,281.0,47.3,university of waikato,new zealand,281,47.3,80.0,29.63951935914552
Dalhousie University,Canada,2026,QS,283.0,47.2,dalhousie university,canada,283,47.2,79.85714285714286,29.506008010680908
University of Galway / Ollscoil na Gaillimhe,Ireland,2026,QS,284.0,47.1,university of galway / ollscoil na gaillimhe,ireland,284,47.1,79.78571428571428,29.372496662216285
Georgetown University,United States of America,2026,QS,285.0,47.0,georgetown university,united states of america,285,47,79.71428571428572,29.238985313751662
University of Macau,"Macao SAR, China",2026,QS,285.0,47.0,university of macau,"macao sar, china",285,47,79.71428571428572,29.238985313751662
Heriot-Watt University,United Kingdom,2026,QS,287.0,46.8,heriot-watt university,united kingdom,287,46.8,79.57142857142857,28.971962616822424
Universitas Airlangga,Indonesia,2026,QS,287.0,46.8,universitas airlangga,indonesia,287,46.8,79.57142857142857,28.971962616822424
University of Arizona,United States of America,2026,QS,287.0,46.8,university of arizona,united states of america,287,46.8,79.57142857142857,28.971962616822424
University of Bergen,Norway,2026,QS,287.0,46.8,university of bergen,norway,287,46.8,79.57142857142857,28.971962616822424
University of The Witwatersrand,South Africa,2026,QS,291.0,46.4,university of the witwatersrand,south africa,291,46.4,79.28571428571428,28.43791722296395
Swansea University,United Kingdom,2026,QS,292.0,46.2,swansea university,united kingdom,292,46.2,79.21428571428571,28.17089452603471
"University of California, Irvine",United States of America,2026,QS,293.0,46.1,"university of california, irvine",united states of america,293,46.1,79.14285714285715,28.037383177570092
Case Western Reserve University,United States of America,2026,QS,294.0,46.0,case western reserve university,united states of america,294,46,79.07142857142857,27.90387182910547
Swinburne University of Technology,Australia,2026,QS,294.0,46.0,swinburne university of technology,australia,294,46,79.07142857142857,27.90387182910547
University of Notre Dame,United States of America,2026,QS,294.0,46.0,university of notre dame,united states of america,294,46,79.07142857142857,27.90387182910547
Vrije Universiteit Brussel (VUB),Belgium,2026,QS,294.0,46.0,vrije universiteit brussel (vub),belgium,294,46,79.07142857142857,27.90387182910547
Istanbul Technical University,Türkiye,2026,QS,298.0,45.8,istanbul technical university,türkiye,298,45.8,78.78571428571428,27.636849132176227
University of Colorado Boulder,United States of America,2026,QS,299.0,45.6,university of colorado boulder,united states of america,299,45.6,78.71428571428571,27.369826435246996
Université Paris Cité,France,2026,QS,300.0,45.5,université paris cité,france,300,45.5,78.64285714285715,27.23631508678237
Universidad Carlos III de Madrid,Spain,2026,QS,301.0,45.4,universidad carlos iii de madrid,spain,301,45.4,78.57142857142857,27.10280373831775
Stellenbosch University,South Africa,2026,QS,302.0,45.2,stellenbosch university,south africa,302,45.2,78.5,26.83578104138852
Jagiellonian University,Poland,2026,QS,303.0,45.1,jagiellonian university,poland,303,45.1,78.42857142857143,26.702269692923895
University of Southern Denmark,Denmark,2026,QS,303.0,45.1,university of southern denmark,denmark,303,45.1,78.42857142857143,26.702269692923895
Xi'an Jiaotong University,China (Mainland),2026,QS,305.0,45.0,xi'an jiaotong university,china (mainland),305,45,78.28571428571428,26.568758344459276
Aalborg University,Denmark,2026,QS,306.0,44.9,aalborg university,denmark,306,44.9,78.21428571428571,26.435246995994653
Indiana University Bloomington,United States of America,2026,QS,306.0,44.9,indiana university bloomington,united states of america,306,44.9,78.21428571428571,26.435246995994653
Simon Fraser University,Canada,2026,QS,308.0,44.7,simon fraser university,canada,308,44.7,78.07142857142857,26.168224299065418
University of Johannesburg,South Africa,2026,QS,308.0,44.7,university of johannesburg,south africa,308,44.7,78.07142857142857,26.168224299065418
"City St George’s, University of London",United Kingdom,2026,QS,310.0,44.5,"city st george’s, university of london",united kingdom,310,44.5,77.92857142857143,25.901201602136176
Linköping University,Sweden,2026,QS,310.0,44.5,linköping university,sweden,310,44.5,77.92857142857143,25.901201602136176
