university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,rank_numeric,score_original,score_numeric,rank_normalized,score_normalized
Université Catholique de Louvain (UCL),Belgium,2026,QS,191.0,56.8,université catholique de louvain (ucl),belgium,191,191.0,56.8,56.8,91.32420091324201,51.853420413258135
Universität Hamburg,Germany,2026,QS,193.0,56.5,universität hamburg,germany,193,193.0,56.5,56.5,91.23287671232877,51.519069166127984
University of Reading,United Kingdom,2026,QS,194.0,56.2,university of reading,united kingdom,194,194.0,56.2,56.2,91.18721461187215,51.18471791899783
Vrije Universiteit Amsterdam,Netherlands,2026,QS,194.0,56.2,vrije universiteit amsterdam,netherlands,194,194.0,56.2,56.2,91.18721461187215,51.18471791899783
Waseda University,Japan,2026,QS,196.0,56.1,waseda university,japan,196,196.0,56.1,56.1,91.0958904109589,51.07326750328779
University of Otago,New Zealand,2026,QS,197.0,55.8,university of otago,new zealand,197,197.0,55.8,55.8,91.05022831050228,50.73891625615763
Vienna University of Technology,Austria,2026,QS,197.0,55.8,vienna university of technology,austria,197,197.0,55.8,55.8,91.05022831050228,50.73891625615763
National Yang Ming Chiao Tung University,Taiwan,2026,QS,199.0,55.7,national yang ming chiao tung university,taiwan,199,199.0,55.7,55.7,90.95890410958904,50.627465840447584
Queen's University Belfast,United Kingdom,2026,QS,199.0,55.7,queen's university belfast,united kingdom,199,199.0,55.7,55.7,90.95890410958904,50.627465840447584
Universität Freiburg,Germany,2026,QS,201.0,55.6,universität freiburg,germany,201,201.0,55.6,55.6,90.8675799086758,50.51601542473754
University of Gothenburg,Sweden,2026,QS,202.0,55.5,university of gothenburg,sweden,202,202.0,55.5,55.5,90.82191780821918,50.40456500902748
National Cheng Kung University (NCKU),Taiwan,2026,QS,203.0,55.2,national cheng kung university (ncku),taiwan,203,203.0,55.2,55.2,90.77625570776256,50.07021376189733
University of Twente,Netherlands,2026,QS,203.0,55.2,university of twente,netherlands,203,203.0,55.2,55.2,90.77625570776256,50.07021376189733
Ecole Normale Supérieure de Lyon,France,2026,QS,205.0,55.1,ecole normale supérieure de lyon,france,205,205.0,55.1,55.1,90.68493150684932,49.95876334618728
Universidad Autónoma de Madrid,Spain,2026,QS,206.0,55.0,universidad autónoma de madrid,spain,206,206.0,55,55.0,90.6392694063927,49.84731293047723
Deakin University,Australia,2026,QS,207.0,54.9,deakin university,australia,207,207.0,54.9,54.9,90.59360730593608,49.73586251476718
Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,2026,QS,207.0,54.9,rheinische friedrich-wilhelms-universität bonn,germany,207,207.0,54.9,54.9,90.59360730593608,49.73586251476718
"University of Maryland, College Park",United States of America,2026,QS,207.0,54.9,"university of maryland, college park",united states of america,207,207.0,54.9,54.9,90.59360730593608,49.73586251476718
University of Minnesota (System),United States of America,2026,QS,210.0,54.8,university of minnesota (system),united states of america,210,210.0,54.8,54.8,90.4566210045662,49.624412099057125
University of Calgary,Canada,2026,QS,211.0,54.7,university of calgary,canada,211,211.0,54.7,54.7,90.41095890410958,49.512961683347086
Universidad de Los Andes Colombia,Colombia,2026,QS,212.0,54.6,universidad de los andes colombia,colombia,212,212.0,54.6,54.6,90.36529680365297,49.40151126763703
University of Florida,United States of America,2026,QS,212.0,54.6,university of florida,united states of america,212,212.0,54.6,54.6,90.36529680365297,49.40151126763703
University of Lausanne,Switzerland,2026,QS,212.0,54.6,university of lausanne,switzerland,212,212.0,54.6,54.6,90.36529680365297,49.40151126763703
Eberhard Karls Universität Tübingen,Germany,2026,QS,215.0,54.5,eberhard karls universität tübingen,germany,215,215.0,54.5,54.5,90.22831050228311,49.290060851926974
Indian Institute of Technology Kharagpur (IITKGP),India,2026,QS,215.0,54.5,indian institute of technology kharagpur (iitkgp),india,215,215.0,54.5,54.5,90.22831050228311,49.290060851926974
Keio University,Japan,2026,QS,215.0,54.5,keio university,japan,215,215.0,54.5,54.5,90.22831050228311,49.290060851926974
Technische Universität Dresden,Germany,2026,QS,218.0,54.3,technische universität dresden,germany,218,218.0,54.3,54.3,90.09132420091325,49.067160020506876
Indian Institute of Science (IISc) Bangalore,India,2026,QS,219.0,54.2,indian institute of science (iisc) bangalore,india,219,219.0,54.2,54.2,90.04566210045662,48.95570960479682
University of Ottawa,Canada,2026,QS,219.0,54.2,university of ottawa,canada,219,219.0,54.2,54.2,90.04566210045662,48.95570960479682
Chulalongkorn University,Thailand,2026,QS,221.0,53.9,chulalongkorn university,thailand,221,221.0,53.9,53.9,89.95433789954338,48.62135835766667
Indian Institute of Technology Kanpur (IITK),India,2026,QS,222.0,53.7,indian institute of technology kanpur (iitk),india,222,222.0,53.7,53.7,89.90867579908675,48.398457526246574
Tel Aviv University,Israel,2026,QS,223.0,53.6,tel aviv university,israel,223,223.0,53.6,53.6,89.86301369863014,48.28700711053652
Universitas Gadjah Mada,Indonesia,2026,QS,224.0,53.5,universitas gadjah mada,indonesia,224,224.0,53.5,53.5,89.81735159817352,48.17555669482647
Loughborough University,United Kingdom,2026,QS,225.0,53.3,loughborough university,united kingdom,225,225.0,53.3,53.3,89.7716894977169,47.95265586340637
Queensland University of Technology,Australia,2026,QS,226.0,53.2,queensland university of technology,australia,226,226.0,53.2,53.2,89.72602739726028,47.841205447696325
The University of Newcastle,Australia,2026,QS,227.0,53.1,the university of newcastle,australia,227,227.0,53.1,53.1,89.68036529680366,47.72975503198627
Université Libre de Bruxelles (ULB),Belgium,2026,QS,227.0,53.1,université libre de bruxelles (ulb),belgium,227,227.0,53.1,53.1,89.68036529680366,47.72975503198627
United Arab Emirates University,United Arab Emirates,2026,QS,229.0,53.0,united arab emirates university,united arab emirates,229,229.0,53,53.0,89.58904109589041,47.61830461627622
Massey University,New Zealand,2026,QS,230.0,52.9,massey university,new zealand,230,230.0,52.9,52.9,89.54337899543378,47.50685420056617
University of Lisbon,Portugal,2026,QS,230.0,52.9,university of lisbon,portugal,230,230.0,52.9,52.9,89.54337899543378,47.50685420056617
Universität Erlangen-Nürnberg,Germany,2026,QS,232.0,52.2,universität erlangen-nürnberg,germany,232,232.0,52.2,52.2,89.45205479452055,46.72670129059582
La Trobe University,Australia,2026,QS,233.0,52.1,la trobe university,australia,233,233.0,52.1,52.1,89.40639269406392,46.61525087488577
Universidade Estadual de Campinas (Unicamp),Brazil,2026,QS,233.0,52.1,universidade estadual de campinas (unicamp),brazil,233,233.0,52.1,52.1,89.40639269406392,46.61525087488577
University of Padova,Italy,2026,QS,233.0,52.1,university of padova,italy,233,233.0,52.1,52.1,89.40639269406392,46.61525087488577
University of Rochester,United States of America,2026,QS,236.0,51.9,university of rochester,united states of america,236,236.0,51.9,51.9,89.26940639269407,46.392350043465655
American University of Beirut (AUB),Lebanon,2026,QS,237.0,51.6,american university of beirut (aub),lebanon,237,237.0,51.6,51.6,89.22374429223744,46.05799879633551
University of Porto,Portugal,2026,QS,237.0,51.6,university of porto,portugal,237,237.0,51.6,51.6,89.22374429223744,46.05799879633551
Maastricht University,Netherlands,2026,QS,239.0,51.4,maastricht university,netherlands,239,239.0,51.4,51.4,89.1324200913242,45.835097964915406
Hebrew University of Jerusalem,Israel,2026,QS,240.0,51.3,hebrew university of jerusalem,israel,240,240.0,51.3,51.3,89.08675799086758,45.72364754920535
Victoria University of Wellington,New Zealand,2026,QS,240.0,51.3,victoria university of wellington,new zealand,240,240.0,51.3,51.3,89.08675799086758,45.72364754920535
Politecnico di Torino,Italy,2026,QS,242.0,51.2,politecnico di torino,italy,242,242.0,51.2,51.2,88.99543378995433,45.61219713349531
Georg-August-Universität Göttingen,Germany,2026,QS,243.0,51.1,georg-august-universität göttingen,germany,243,243.0,51.1,51.1,88.94977168949771,45.500746717785255
Hamad Bin Khalifa University,Qatar,2026,QS,244.0,50.9,hamad bin khalifa university,qatar,244,244.0,50.9,50.9,88.9041095890411,45.27784588636516
Hong Kong Baptist University,"Hong Kong SAR, China",2026,QS,244.0,50.9,hong kong baptist university,"hong kong sar, china",244,244.0,50.9,50.9,88.9041095890411,45.27784588636516
University College Cork,Ireland,2026,QS,246.0,50.7,university college cork,ireland,246,246.0,50.7,50.7,88.81278538812786,45.05494505494506
Beijing Normal University,China (Mainland),2026,QS,247.0,50.6,beijing normal university,china (mainland),247,247.0,50.6,50.6,88.76712328767124,44.943494639235006
Dartmouth College,United States of America,2026,QS,247.0,50.6,dartmouth college,united states of america,247,247.0,50.6,50.6,88.76712328767124,44.943494639235006
"University of Massachusetts, Amherst",United States of America,2026,QS,247.0,50.6,"university of massachusetts, amherst",united states of america,247,247.0,50.6,50.6,88.76712328767124,44.943494639235006
Vanderbilt University,United States of America,2026,QS,250.0,50.4,vanderbilt university,united states of america,250,250.0,50.4,50.4,88.63013698630137,44.7205938078149
Universiti Teknologi Petronas (UTP),Malaysia,2026,QS,251.0,50.2,universiti teknologi petronas (utp),malaysia,251,251.0,50.2,50.2,88.58447488584474,44.4976929763948
University of Strathclyde,United Kingdom,2026,QS,251.0,50.2,university of strathclyde,united kingdom,251,251.0,50.2,50.2,88.58447488584474,44.4976929763948
Taylor's University (Malaysia),Malaysia,2026,QS,253.0,50.0,taylor's university (malaysia),malaysia,253,253.0,50,50.0,88.4931506849315,44.274792144974704
Technische Universität Darmstadt,Germany,2026,QS,253.0,50.0,technische universität darmstadt,germany,253,253.0,50,50.0,88.4931506849315,44.274792144974704
Bandung Institute of Technology (ITB),Indonesia,2026,QS,255.0,49.9,bandung institute of technology (itb),indonesia,255,255.0,49.9,49.9,88.40182648401826,44.16334172926465
Harbin Institute of Technology,China (Mainland),2026,QS,256.0,49.8,harbin institute of technology,china (mainland),256,256.0,49.8,49.8,88.35616438356165,44.0518913135546
Tianjin University,China (Mainland),2026,QS,257.0,49.7,tianjin university,china (mainland),257,257.0,49.7,49.7,88.31050228310502,43.94044089784455
Université Paris 1 Panthéon-Sorbonne,France,2026,QS,257.0,49.7,université paris 1 panthéon-sorbonne,france,257,257.0,49.7,49.7,88.31050228310502,43.94044089784455
Beijing Institute of Technology,China (Mainland),2026,QS,259.0,49.5,beijing institute of technology,china (mainland),259,259.0,49.5,49.5,88.21917808219179,43.71754006642445
Universidad Nacional de Colombia,Colombia,2026,QS,259.0,49.5,universidad nacional de colombia,colombia,259,259.0,49.5,49.5,88.21917808219179,43.71754006642445
University of Canterbury,New Zealand,2026,QS,261.0,49.4,university of canterbury,new zealand,261,261.0,49.4,49.4,88.12785388127854,43.606089650714395
University of Aberdeen,United Kingdom,2026,QS,262.0,49.3,university of aberdeen,united kingdom,262,262.0,49.3,49.3,88.08219178082192,43.49463923500434
University of Navarra,Spain,2026,QS,262.0,49.3,university of navarra,spain,262,262.0,49.3,49.3,88.08219178082192,43.49463923500434
University of Surrey,United Kingdom,2026,QS,262.0,49.3,university of surrey,united kingdom,262,262.0,49.3,49.3,88.08219178082192,43.49463923500434
Charles University,Czechia,2026,QS,265.0,49.0,charles university,czechia,265,265.0,49,49.0,87.94520547945206,43.1602879878742
Universitat Pompeu Fabra,Spain,2026,QS,265.0,49.0,universitat pompeu fabra,spain,265,265.0,49,49.0,87.94520547945206,43.1602879878742
Norwegian University of Science And Technology,Norway,2026,QS,267.0,48.9,norwegian university of science and technology,norway,267,267.0,48.9,48.9,87.85388127853881,43.048837572164146
Griffith University,Australia,2026,QS,268.0,48.7,griffith university,australia,268,268.0,48.7,48.7,87.8082191780822,42.82593674074405
Middle East Technical University,Türkiye,2026,QS,269.0,48.5,middle east technical university,türkiye,269,269.0,48.5,48.5,87.76255707762557,42.603035909323935
UCSI University,Malaysia,2026,QS,269.0,48.5,ucsi university,malaysia,269,269.0,48.5,48.5,87.76255707762557,42.603035909323935
University of Warsaw,Poland,2026,QS,271.0,48.3,university of warsaw,poland,271,271.0,48.3,48.3,87.67123287671232,42.38013507790384
American University of Sharjah (AUS),United Arab Emirates,2026,QS,272.0,48.2,american university of sharjah (aus),united arab emirates,272,272.0,48.2,48.2,87.62557077625571,42.26868466219379
North Carolina State University,United States of America,2026,QS,272.0,48.2,north carolina state university,united states of america,272,272.0,48.2,48.2,87.62557077625571,42.26868466219379
Universität zu Köln,Germany,2026,QS,272.0,48.2,universität zu köln,germany,272,272.0,48.2,48.2,87.62557077625571,42.26868466219379
University of Virginia,United States of America,2026,QS,275.0,48.1,university of virginia,united states of america,275,275.0,48.1,48.1,87.48858447488584,42.15723424648374
Sun Yat-sen University,China (Mainland),2026,QS,276.0,48.0,sun yat-sen university,china (mainland),276,276.0,48,48.0,87.44292237442922,42.045783830773686
University of Milan,Italy,2026,QS,276.0,48.0,university of milan,italy,276,276.0,48,48.0,87.44292237442922,42.045783830773686
University of Sussex,United Kingdom,2026,QS,278.0,47.9,university of sussex,united kingdom,278,278.0,47.9,47.9,87.35159817351598,41.934333415063634
Radboud University Nijmegen,Netherlands,2026,QS,279.0,47.6,radboud university nijmegen,netherlands,279,279.0,47.6,47.6,87.30593607305937,41.59998216793348
University of Antwerp,Belgium,2026,QS,280.0,47.4,university of antwerp,belgium,280,280.0,47.4,47.4,87.26027397260275,41.377081336513385
University of Pittsburgh,United States of America,2026,QS,281.0,47.3,university of pittsburgh,united states of america,281,281.0,47.3,47.3,87.21461187214612,41.26563092080333
University of Waikato,New Zealand,2026,QS,281.0,47.3,university of waikato,new zealand,281,281.0,47.3,47.3,87.21461187214612,41.26563092080333
Dalhousie University,Canada,2026,QS,283.0,47.2,dalhousie university,canada,283,283.0,47.2,47.2,87.12328767123287,41.15418050509329
University of Galway / Ollscoil na Gaillimhe,Ireland,2026,QS,284.0,47.1,university of galway / ollscoil na gaillimhe,ireland,284,284.0,47.1,47.1,87.07762557077625,41.042730089383234
Georgetown University,United States of America,2026,QS,285.0,47.0,georgetown university,united states of america,285,285.0,47,47.0,87.03196347031964,40.93127967367318
University of Macau,"Macao SAR, China",2026,QS,285.0,47.0,university of macau,"macao sar, china",285,285.0,47,47.0,87.03196347031964,40.93127967367318
Heriot-Watt University,United Kingdom,2026,QS,287.0,46.8,heriot-watt university,united kingdom,287,287.0,46.8,46.8,86.94063926940639,40.708378842253076
